Year,Id,Id2,County,Plant State,Estimate; Total,USPS,GEOID,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
2005,0500000US06047,6047,Merced County,California,237278,CA,6047,277288,Merced County,5011540709,112771056,1934.967,43.541000000000004,37.194806,-120.722802
2005,0500000US06053,6053,Monterey County,California,389004,CA,6053,277291,Monterey County,8496731189,1270747397,3280.6059999999998,490.63800000000003,36.240107,-121.315572
2005,0500000US06055,6055,Napa County,California,127445,CA,6055,277292,Napa County,1938262912,104154062,748.368,40.214,38.5071,-122.32590400000001
2005,0500000US06057,6057,Nevada County,California,97572,CA,6057,1682927,Nevada County,2480638607,41513172,957.78,16.028,39.297508,-120.77134299999999
2005,0500000US06059,6059,Orange County,California,2944537,CA,6059,277294,Orange County,2048156380,407152512,790.798,157.202,33.675686999999996,-117.777207
2005,0500000US06061,6061,Placer County,California,314135,CA,6061,277295,Placer County,3644332280,246390570,1407.085,95.132,39.062032,-120.722718
2005,0500000US06065,6065,Riverside County,California,1911281,CA,6065,277297,Riverside County,18664463540,250908223,7206.39,96.876,33.729828000000005,-116.00223899999999
2005,0500000US06067,6067,Sacramento County,California,1337942,CA,6067,277298,Sacramento County,2499183604,76073827,964.94,29.372,38.450010999999996,-121.340441
2005,0500000US06071,6071,San Bernardino County,California,1916665,CA,6071,277300,San Bernardino County,51947553553,123844759,20057.063000000002,47.817,34.85722,-116.181197
2005,0500000US06073,6073,San Diego County,California,2824259,CA,6073,277301,San Diego County,10895227071,826282961,4206.670999999999,319.03,33.023604,-116.776117
2005,0500000US06075,6075,San Francisco County,California,719077,CA,6075,277302,San Francisco County,121455687,479135404,46.894,184.995,37.727239000000004,-123.032229
2005,0500000US06077,6077,San Joaquin County,California,646259,CA,6077,277303,San Joaquin County,3603647025,91127543,1391.376,35.185,37.934982,-121.272244
2005,0500000US06079,6079,San Luis Obispo County,California,239638,CA,6079,277304,San Luis Obispo County,8548549787,815580311,3300.614,314.897,35.385226,-120.447542
2005,0500000US06081,6081,San Mateo County,California,689271,CA,6081,277305,San Mateo County,1161542720,757525243,448.474,292.482,37.414663,-122.371545
2005,0500000US06083,6083,Santa Barbara County,California,383393,CA,6083,277306,Santa Barbara County,7083927512,2729816973,2735.12,1053.988,34.537057,-120.039973
2005,0500000US06085,6085,Santa Clara County,California,1669890,CA,6085,277307,Santa Clara County,3341645574,35831344,1290.2169999999999,13.835,37.220777000000005,-121.69062199999999
2005,0500000US06087,6087,Santa Cruz County,California,240367,CA,6087,277308,Santa Cruz County,1152967332,419570851,445.163,161.997,37.012488,-122.007205
2005,0500000US06089,6089,Shasta County,California,176570,CA,6089,1682610,Shasta County,9778188572,186530168,3775.38,72.02,40.760514,-122.04355600000001
2005,0500000US06095,6095,Solano County,California,395426,CA,6095,277312,Solano County,2128379537,218647641,821.7719999999999,84.42,38.267226,-121.939594
2005,0500000US06097,6097,Sonoma County,California,453850,CA,6097,1657246,Sonoma County,4081401191,497545934,1575.838,192.104,38.525182,-122.92611000000001
2005,0500000US06099,6099,Stanislaus County,California,497804,CA,6099,277314,Stanislaus County,3870867629,51101821,1494.55,19.730999999999998,37.562384,-121.002656
2005,0500000US06101,6101,Sutter County,California,87444,CA,6101,277315,Sutter County,1560236924,15745939,602.411,6.08,39.036190000000005,-121.70393999999999
2005,0500000US06107,6107,Tulare County,California,404909,CA,6107,277318,Tulare County,12494776875,37391591,4824.2609999999995,14.437000000000001,36.228823999999996,-118.78106100000001
2005,0500000US06111,6111,Ventura County,California,782759,CA,6111,277320,Ventura County,4773381391,945947791,1843.013,365.23199999999997,34.358740999999995,-119.13314299999999
2005,0500000US06113,6113,Yolo County,California,176609,CA,6113,277321,Yolo County,2628233324,22752821,1014.7669999999999,8.785,38.679595,-121.902441
2005,0500000US06115,6115,Yuba County,California,65818,CA,6115,277322,Yuba County,1636983167,30986706,632.043,11.964,39.266247,-121.340781
2005,0500000US08001,8001,Adams County,Colorado,396032,CO,8001,198116,Adams County,3023271310,41765940,1167.292,16.125999999999998,39.874325,-104.331872
2005,0500000US08005,8005,Arapahoe County,Colorado,524207,CO,8005,198118,Arapahoe County,2066625076,19498045,797.928,7.528,39.644554,-104.33170600000001
2005,0500000US08013,8013,Boulder County,Colorado,271934,CO,8013,198122,Boulder County,1881212055,36592000,726.34,14.128,40.09497,-105.397691
2005,0500000US08031,8031,Denver County,Colorado,545198,CO,8031,198131,Denver County,397136421,4225831,153.335,1.632,39.76185,-104.881105
2005,0500000US08035,8035,Douglas County,Colorado,248950,CO,8035,198133,Douglas County,2176213467,6752511,840.2410000000001,2.6069999999999998,39.325414,-104.925987
2005,0500000US08041,8041,El Paso County,Colorado,550130,CO,8041,198135,El Paso County,5508553622,7108817,2126.865,2.745,38.827383000000005,-104.527472
2005,0500000US08059,8059,Jefferson County,Colorado,519071,CO,8059,198145,Jefferson County,1979311263,25444831,764.216,9.824,39.579511,-105.24546200000002
2005,0500000US08069,8069,Larimer County,Colorado,264807,CO,8069,198150,Larimer County,6723986975,98048035,2596.146,37.857,40.658093,-105.486764
2005,0500000US08077,8077,Mesa County,Colorado,126588,CO,8077,198154,Mesa County,8621965147,31428362,3328.9590000000003,12.135,39.019492,-108.46183700000002
2005,0500000US08101,8101,Pueblo County,Colorado,147187,CO,8101,198166,Pueblo County,6179911297,30284241,2386.077,11.693,38.170658,-104.489892
2005,0500000US08123,8123,Weld County,Colorado,223966,CO,8123,198177,Weld County,10326656276,76677079,3987.1440000000002,29.605,40.553696,-104.394221
2005,0500000US09001,9001,Fairfield County,Connecticut,884050,CT,9001,212794,Fairfield County,1618664455,548955210,624.97,211.953,41.227413,-73.36706099999999
2005,0500000US09003,9003,Hartford County,Connecticut,850068,CT,9003,212338,Hartford County,1903947639,40133958,735.118,15.495999999999999,41.806053000000006,-72.732916
2005,0500000US09005,9005,Litchfield County,Connecticut,187426,CT,9005,212796,Litchfield County,2384262297,62138320,920.569,23.991999999999997,41.791883,-73.235404
2005,0500000US09007,9007,Middlesex County,Connecticut,156694,CT,9007,212797,Middlesex County,956491412,180679144,369.30300000000005,69.76100000000001,41.433003,-72.52278000000001
2005,0500000US09009,9009,New Haven County,Connecticut,817828,CT,9009,212798,New Haven County,1565645638,667096946,604.499,257.568,41.349717,-72.900204
2005,0500000US09011,9011,New London County,Connecticut,253468,CT,9011,212799,New London County,1722641876,276619712,665.1160000000001,106.803,41.472651,-72.108633
2005,0500000US09013,9013,Tolland County,Connecticut,133557,CT,9013,212668,Tolland County,1062613133,17533745,410.277,6.77,41.858081,-72.340978
2005,0500000US09015,9015,Windham County,Connecticut,111660,CT,9015,212801,Windham County,1328185576,21767064,512.815,8.404,41.824999,-71.990702
2005,0500000US10001,10001,Kent County,Delaware,140205,DE,10001,217271,Kent County,1518565081,549102079,586.321,212.01,39.097088,-75.50298199999999
2005,0500000US10003,10003,New Castle County,Delaware,505271,DE,10003,217270,New Castle County,1104074671,175385786,426.286,67.717,39.575915,-75.644132
2005,0500000US10005,10005,Sussex County,Delaware,173111,DE,10005,217269,Sussex County,2424465375,674255133,936.091,260.33099999999996,38.673227000000004,-75.337024
2005,0500000US11001,11001,District of Columbia,District of Columbia,515118,DC,11001,1702382,District of Columbia,158364990,18633403,61.145,7.194,38.904103000000006,-77.017229
2005,0500000US12001,12001,Alachua County,Florida,210323,FL,12001,308548,Alachua County,2266378728,242823265,875.054,93.755,29.67574,-82.357221
2005,0500000US12005,12005,Bay County,Florida,158141,FL,12005,295738,Bay County,1964402061,711451659,758.46,274.693,30.238117,-85.63143000000001
2005,0500000US12009,12009,Brevard County,Florida,521226,FL,12009,295749,Brevard County,2629960540,1402786334,1015.433,541.619,28.298303999999998,-80.700331
2005,0500000US12011,12011,Broward County,Florida,1757590,FL,12011,295753,Broward County,3126184877,300028343,1207.027,115.84200000000001,26.193535,-80.476683
2005,0500000US12015,12015,Charlotte County,Florida,154716,FL,12015,295742,Charlotte County,1764034033,458806771,681.097,177.146,26.868933000000002,-81.941077
2005,0500000US12017,12017,Citrus County,Florida,132209,FL,12017,295752,Citrus County,1507100924,495589452,581.895,191.34799999999998,28.84364,-82.52481
2005,0500000US12019,12019,Clay County,Florida,169528,FL,12019,295726,Clay County,1566445254,100334057,604.808,38.739000000000004,29.986584000000004,-81.865036
2005,0500000US12021,12021,Collier County,Florida,302514,FL,12021,295754,Collier County,5176959832,792901545,1998.835,306.14099999999996,26.118786,-81.40095500000001
2005,0500000US12031,12031,Duval County,Florida,810698,FL,12031,293656,Duval County,1975212116,403585670,762.6339999999999,155.825,30.335245,-81.648113
2005,0500000US12033,12033,Escambia County,Florida,274663,FL,12033,295737,Escambia County,1701332835,564141200,656.888,217.81599999999997,30.611638,-87.3389
2005,0500000US12035,12035,Flagler County,Florida,75757,FL,12035,308547,Flagler County,1257381103,221047161,485.478,85.34700000000001,29.474912,-81.286305
2005,0500000US12053,12053,Hernando County,Florida,156325,FL,12053,295751,Hernando County,1224611025,300943246,472.825,116.195,28.573043,-82.466227
2005,0500000US12055,12055,Highlands County,Florida,94177,FL,12055,295756,Highlands County,2632923680,231677932,1016.578,89.45100000000001,27.342627,-81.340921
2005,0500000US12057,12057,Hillsborough County,Florida,1111717,FL,12057,295757,Hillsborough County,2642601093,635570785,1020.314,245.395,27.906607,-82.349719
2005,0500000US12061,12061,Indian River County,Florida,126258,FL,12061,307624,Indian River County,1302340528,295574851,502.837,114.12200000000001,27.700645,-80.574794
2005,0500000US12069,12069,Lake County,Florida,273277,FL,12069,308551,Lake County,2432320587,564194105,939.1239999999999,217.83700000000002,28.764113000000002,-81.712282
2005,0500000US12071,12071,Lee County,Florida,539097,FL,12071,295758,Lee County,2031443679,1108606586,784.345,428.035,26.551634000000004,-81.89250899999999
2005,0500000US12073,12073,Leon County,Florida,233649,FL,12073,306916,Leon County,1727171503,90454011,666.865,34.924,30.45931,-84.2778
2005,0500000US12081,12081,Manatee County,Florida,300828,FL,12081,295744,Manatee County,1924779544,387447453,743.1619999999999,149.594,27.481682,-82.368767
2005,0500000US12083,12083,Marion County,Florida,295555,FL,12083,306922,Marion County,4112985503,193293405,1588.033,74.631,29.202804999999998,-82.0431
2005,0500000US12085,12085,Martin County,Florida,136138,FL,12085,308550,Martin County,1408245188,542261303,543.727,209.368,27.083603999999998,-80.398201
2005,0500000US12086,12086,Miami-Dade County,Florida,2329187,FL,12086,295755,Miami-Dade County,4917324056,1379396151,1898.59,532.5880000000001,25.61058,-80.499137
2005,0500000US12087,12087,Monroe County,Florida,75074,FL,12087,295759,Monroe County,2546040739,7133347242,983.0319999999999,2754.2009999999996,25.615457,-81.189971
2005,0500000US12091,12091,Okaloosa County,Florida,177284,FL,12091,306915,Okaloosa County,2409367476,393201926,930.262,151.816,30.665851,-86.594187
2005,0500000US12095,12095,Orange County,Florida,1002849,FL,12095,295750,Orange County,2339574474,258790917,903.315,99.92,28.514435,-81.323295
2005,0500000US12097,12097,Osceola County,Florida,229134,FL,12097,295748,Osceola County,3438608053,461983619,1327.654,178.373,28.059027,-81.139312
2005,0500000US12099,12099,Palm Beach County,Florida,1247908,FL,12099,295761,Palm Beach County,5101944591,1070020998,1969.872,413.13699999999994,26.649124,-80.448374
2005,0500000US12101,12101,Pasco County,Florida,423356,FL,12101,295739,Pasco County,1936599224,312708420,747.725,120.73700000000001,28.307465000000004,-82.464584
2005,0500000US12103,12103,Pinellas County,Florida,905158,FL,12103,295745,Pinellas County,709120966,865924096,273.793,334.335,27.903121999999996,-82.739518
2005,0500000US12105,12105,Polk County,Florida,530126,FL,12105,295747,Polk County,4653250695,553800050,1796.63,213.82299999999998,27.953115000000004,-81.69278299999999
2005,0500000US12107,12107,Putnam County,Florida,72148,FL,12107,306910,Putnam County,1885199824,256515596,727.88,99.041,29.606006,-81.740894
2005,0500000US12109,12109,St. Johns County,Florida,159235,FL,12109,308371,St. Johns County,1555777526,571964717,600.689,220.83700000000002,29.890644,-81.383948
2005,0500000US12111,12111,St. Lucie County,Florida,238575,FL,12111,308372,St. Lucie County,1480637109,300862878,571.677,116.164,27.379812,-80.443537
2005,0500000US12113,12113,Santa Rosa County,Florida,140650,FL,12113,306914,Santa Rosa County,2620446204,419623382,1011.76,162.018,30.701838000000002,-87.012762
2005,0500000US12115,12115,Sarasota County,Florida,359783,FL,12115,295741,Sarasota County,1439467414,438988188,555.781,169.49400000000003,27.184386,-82.365835
2005,0500000US12117,12117,Seminole County,Florida,398013,FL,12117,303665,Seminole County,801546672,92810898,309.47900000000004,35.834,28.690092,-81.131989
2005,0500000US12127,12127,Volusia County,Florida,475189,FL,12127,306921,Volusia County,2851713758,858278452,1101.053,331.38300000000004,29.057769,-81.161792
2005,0500000US13015,13015,Bartow County,Georgia,88189,GA,13015,351604,Bartow County,1190219024,27368325,459.546,10.567,34.240916999999996,-84.838188
2005,0500000US13021,13021,Bibb County,Georgia,149248,GA,13021,1672039,Bibb County,645714764,14488557,249.312,5.593999999999999,32.808844,-83.694193
2005,0500000US13045,13045,Carroll County,Georgia,101762,GA,13045,326650,Carroll County,1292492346,12284897,499.034,4.743,33.582237,-85.080527
2005,0500000US13051,13051,Chatham County,Georgia,227915,GA,13051,1694477,Chatham County,1110634444,526916835,428.81800000000004,203.44400000000002,31.980412,-81.085206
2005,0500000US13057,13057,Cherokee County,Georgia,182816,GA,13057,1685718,Cherokee County,1092190453,32938535,421.69699999999995,12.718,34.244316999999995,-84.47505699999999
2005,0500000US13059,13059,Clarke County,Georgia,95217,GA,13059,1672699,Clarke County,308738453,4741286,119.205,1.831,33.952185,-83.367152
2005,0500000US13063,13063,Clayton County,Georgia,264231,GA,13063,1672399,Clayton County,366862138,7057627,141.64600000000002,2.725,33.542685999999996,-84.35557299999999
2005,0500000US13067,13067,Cobb County,Georgia,653715,GA,13067,1686112,Cobb County,879701643,12597293,339.655,4.864,33.93994,-84.574166
2005,0500000US13073,13073,Columbia County,Georgia,103069,GA,13073,348865,Columbia County,751327584,45369171,290.089,17.517,33.547631,-82.252296
2005,0500000US13077,13077,Coweta County,Georgia,109108,GA,13077,326666,Coweta County,1141971255,12730357,440.918,4.915,33.352897,-84.76213800000001
2005,0500000US13089,13089,DeKalb County,Georgia,662973,GA,13089,1687424,DeKalb County,693055897,9198256,267.59,3.551,33.770661,-84.226343
2005,0500000US13095,13095,Dougherty County,Georgia,90508,GA,13095,351259,Dougherty County,851140302,15396056,328.62699999999995,5.944,31.532588,-84.20904
2005,0500000US13097,13097,Douglas County,Georgia,111765,GA,13097,1686467,Douglas County,518293193,2485429,200.114,0.96,33.699317,-84.76594399999999
2005,0500000US13113,13113,Fayette County,Georgia,103643,GA,13113,1687740,Fayette County,503398796,12846500,194.363,4.96,33.412717,-84.493941
2005,0500000US13115,13115,Floyd County,Georgia,90124,GA,13115,353665,Floyd County,1320694741,22123843,509.923,8.542,34.263677,-85.21373
2005,0500000US13117,13117,Forsyth County,Georgia,139501,GA,13117,1673358,Forsyth County,580297280,59743068,224.054,23.066999999999997,34.225143,-84.12743499999999
2005,0500000US13121,13121,Fulton County,Georgia,884079,GA,13121,1694833,Fulton County,1364178479,19792701,526.712,7.642,33.790034000000006,-84.468182
2005,0500000US13127,13127,Glynn County,Georgia,70373,GA,13127,1671513,Glynn County,1087272600,428512639,419.798,165.45,31.212746000000003,-81.496517
2005,0500000US13135,13135,Gwinnett County,Georgia,719398,GA,13135,1688166,Gwinnett County,1114908667,16358522,430.469,6.316,33.959148,-84.023085
2005,0500000US13139,13139,Hall County,Georgia,163204,GA,13139,1686953,Hall County,1017306098,94561948,392.784,36.510999999999996,34.317588,-83.818497
2005,0500000US13151,13151,Henry County,Georgia,166871,GA,13151,1671894,Henry County,825200366,20443876,318.612,7.893,33.452946999999995,-84.154021
2005,0500000US13153,13153,Houston County,Georgia,123176,GA,13153,1671693,Houston County,972671315,11319340,375.551,4.37,32.458381,-83.662856
2005,0500000US13185,13185,Lowndes County,Georgia,89724,GA,13185,326720,Lowndes County,1284858631,37525413,496.087,14.489,30.833127,-83.268992
2005,0500000US13215,13215,Muscogee County,Georgia,175930,GA,13215,357428,Muscogee County,560530243,11873622,216.422,4.584,32.510197,-84.874946
2005,0500000US13217,13217,Newton County,Georgia,85474,GA,13217,1673547,Newton County,704988503,18130753,272.198,7.0,33.544021,-83.85518499999999
2005,0500000US13223,13223,Paulding County,Georgia,111654,GA,13223,349912,Paulding County,808832044,5309331,312.29200000000003,2.05,33.921026,-84.867162
2005,0500000US13245,13245,Richmond County,Georgia,185150,GA,13245,358024,Richmond County,840008393,11042219,324.329,4.263,33.361487,-82.074998
2005,0500000US13247,13247,Rockdale County,Georgia,77375,GA,13247,357592,Rockdale County,336205278,5926396,129.81,2.2880000000000003,33.652081,-84.02637
2005,0500000US13297,13297,Walton County,Georgia,74866,GA,13297,351264,Walton County,843525615,11170130,325.687,4.313,33.783887,-83.731829
2005,0500000US13313,13313,Whitfield County,Georgia,89734,GA,13313,353513,Whitfield County,752293531,1533754,290.462,0.5920000000000001,34.801726,-84.968541
2005,0500000US15001,15001,Hawaii County,Hawaii,164437,HI,15001,365280,Hawaii County,10433651107,2739477691,4028.455,1057.718,19.597764,-155.502443
2005,0500000US15003,15003,Honolulu County,Hawaii,873177,HI,15003,365281,Honolulu County,1555505156,4054940027,600.5840000000001,1565.621,21.461365,-158.201974
2005,0500000US15009,15009,Maui County,Hawaii,138433,HI,15009,365283,Maui County,3008359138,3203293646,1161.5339999999999,1236.799,20.855930999999998,-156.60155
2005,0500000US16001,16001,Ada County,Idaho,336193,ID,16001,395066,Ada County,2726291052,20291587,1052.627,7.835,43.451477000000004,-116.244376
2005,0500000US16005,16005,Bannock County,Idaho,75817,ID,16005,395091,Bannock County,2880037048,91799953,1111.989,35.444,42.692921000000005,-112.228982
2005,0500000US16019,16019,Bonneville County,Idaho,90711,ID,16019,395407,Bonneville County,4833106288,89505250,1866.0729999999999,34.558,43.395171000000005,-111.62187800000001
2005,0500000US16027,16027,Canyon County,Idaho,161761,ID,16027,399406,Canyon County,1521269418,41912557,587.365,16.183,43.623051000000004,-116.708527
2005,0500000US16055,16055,Kootenai County,Idaho,126079,ID,16055,395661,Kootenai County,3222281604,185181742,1244.13,71.499,47.677113,-116.69491799999999
2005,0500000US16083,16083,Twin Falls County,Idaho,71334,ID,16083,399334,Twin Falls County,4975933315,18401638,1921.219,7.105,42.352309000000005,-114.66563899999998
2005,0500000US17001,17001,Adams County,Illinois,64273,IL,17001,424202,Adams County,2214972286,41784365,855.206,16.133,39.986052,-91.19496099999999
2005,0500000US17019,17019,Champaign County,Illinois,168902,IL,17019,424211,Champaign County,2580293767,5531832,996.257,2.136,40.13898,-88.196996
2005,0500000US17031,17031,Cook County,Illinois,5206357,IL,17031,1784766,Cook County,2448400204,1785626819,945.3330000000001,689.434,41.894294,-87.645455
