,County,Latitude,Longitude,Plant Code,Zipcode
6711,Butte,39.542985,-121.492188,437.0,95966
6712,Butte,39.514893,-121.630077,438.0,95966
6713,Los Angeles,34.815800,-118.686700,905.0,93553
6714,Los Angeles,34.685300,-118.788100,6196.0,93243
6715,Butte,39.528749,-121.546359,7129.0,95966
6716,Rutland,43.694,-72.955,3722.0,5763
6717,Washington,43.626200,-73.307300,6456.0,12887
6718,Hampden,,,7396.0,1021
6719,City of Richmond,37.455600,-77.430800,54081.0,23234
6720,El Paso,38.841354,-104.973802,495.0,80829
6721,Franklin,,,7279.0,43017
6722,Anne Arundel,39.178100,-76.526800,1554.0,21226
6723,Baltimore City,39.298600,-76.563600,1557.0,21205
6724,Baltimore City,39.271900,-76.618600,1560.0,21230
6725,New Haven,41.4458,-72.8364,56256.0,6492
6726,New Haven,,,56257.0,6492
6727,New Castle,,,596.0,19804
6728,Kalamazoo,42.280222,-85.492548,1696.0,49041
6729,Mecosta,43.613001,-85.479469,1716.0,49307
6730,Carroll,41.871043,-94.680777,7847.0,50058
6731,Livingston,42.658653,-84.095181,1725.0,48836
6732,Wayne,42.294700,-83.101900,1728.0,48209
6733,Oakland,42.549700,-83.442500,1730.0,48390
6734,St Clair,42.925600,-82.460600,1732.0,48040
6735,Monroe,41.890600,-83.346400,1733.0,48161
6736,Huron,43.826400,-83.238300,1735.0,48755
6737,Oakland,42.710600,-83.456900,1737.0,48346
6738,Wayne,42.122500,-83.185000,1741.0,48183
6739,Washtenaw,,,1744.0,48197
6740,Tuscola,,,1746.0,48729
6741,San Joaquin,,,10257.0,95205
6742,Tuscarawas,40.520066,-81.468150,2914.0,44622
6743,Rowan,35.713300,-80.376700,2720.0,28145
6744,Pulaski,36.998100,-84.591900,1384.0,42501
6745,Clark,37.880600,-84.261900,1385.0,40391
6746,Mason,38.700000,-83.818100,6041.0,41056
6747,Boone,38.860800,-84.655600,56277.0,41094
6748,Greenup,38.419200,-82.723600,56278.0,41102
6749,Laurel,37.035000,-84.093300,56279.0,40740
6750,Hardin,,,56280.0,42702
6751,Kern,35.083300,-118.333300,56302.0,93501
6752,Bucks,40.140500,-74.750600,7701.0,19030
6753,Brevard,28.469800,-80.764400,609.0,32927
6754,Lincoln,41.880500,-110.090400,56312.0,83101
6755,Mower,43.540300,-92.728900,56307.0,55909
6756,Grafton,,,10137.0,5059
6757,Lawrence,38.800300,-86.451100,7948.0,47446
6758,Cuyahoga,41.473900,-81.672800,10398.0,44105
6759,Fresno,36.669700,-119.740400,56239.0,93725
6760,Sawyer,45.888100,-92.310000,10453.0,54896
6761,Twin Falls,42.647376,-114.890310,54753.0,83316
6762,Androscoggin,44.087963,-70.212368,54202.0,4243
6763,Platte,41.487200,-97.607800,2273.0,68647
6764,Marathon,44.978300,-89.632800,50990.0,54401
6765,Buena Vista,42.553900,-95.328300,56251.0,51053
6766,Hamilton,42.564400,-93.636900,56252.0,50034
6767,Somerset,39.976400,-79.429400,55805.0,15557
6768,Preston,39.488611,-79.636944,3942.0,26519
6769,Marion,39.531389,-80.113056,3945.0,26588
6770,Pleasants,39.367222,-81.300000,3946.0,26134
6771,San Bernardino,34.081800,-117.241800,358.0,92374
6772,Sarpy,,,55027.0,68107
6773,New York,40.789900,-73.923300,54808.0,10012
6774,Guilford,35.986100,-79.949700,56260.0,27260
6775,Davidson,35.773600,-80.259400,56261.0,27292
6776,Gaston,35.289140,-81.205219,56262.0,28052
6777,Stanly,35.403900,-80.160000,56263.0,28127
6778,Hennepin,,,56216.0,51354
6779,Hennepin,,,56217.0,56136
6780,Hennepin,,,56218.0,51354
6781,Hyde,35.109444,-75.979722,6377.0,27960
6782,Anson,34.968651,-79.921738,56249.0,28091
6783,Richmond,,,56292.0,28091
6784,Cass,40.947913,-95.964026,55972.0,68507
6785,Beltrami,47.544582,-95.129652,7947.0,56678
6786,Cass,46.649740,-97.009530,56242.0,58051
6787,Otter Tail,46.591456,-95.564825,56243.0,56573
6788,Grant,45.221700,-96.217800,56244.0,57252
6789,Stevens,45.585000,-95.904200,56245.0,56267
6790,Grant,45.221111,-96.637222,56274.0,57252
6791,Calcasieu,30.221000,-93.299200,55117.0,70602
6792,Martin,,,56296.0,nan
6793,Butler,,,56303.0,nan
6794,Garfield,39.570130,-107.226876,476.0,81601
6795,Boulder,40.019500,-105.202000,477.0,80302
6796,San Miguel,37.866000,-107.883100,6207.0,81426
6797,Weld,40.841400,-104.876400,7937.0,81201
6798,Whatcom,48.828784,-122.686090,6120.0,98230
6799,Columbia,46.421100,-117.833100,56255.0,99328
6800,Olmsted,44.058700,-92.511900,56269.0,55901
6801,Placer,38.792800,-121.381100,56298.0,95678
6802,Salem,37.287500,-80.077100,56288.0,24153
6803,Salem,37.279400,-80.044700,56289.0,24153
6804,San Francisco,37.785556,-122.383611,56305.0,94158
6805,San Francisco,37.635833,-122.383888,56306.0,94102
6806,Santa Clara,37.376700,-121.950800,56026.0,95054
6807,Riverside,,,55521.0,92258
6808,Allegheny,,,54532.0,15225
6809,Snohomish,,,56281.0,98206
6810,Ontario,42.858600,-77.087200,56250.0,14561
6811,Jefferson Davis,31.600400,-89.946800,7988.0,39474
6812,Smith,31.982076,-89.412714,7989.0,39153
6813,Orange,28.488246,-81.166944,55821.0,32802
6814,Washington,37.112092,-113.516581,56253.0,84790
6815,Providence,41.744973,-71.458415,50621.0,2920
6816,nan,,,7889.0,nan
6817,Marshall,34.300300,-86.329700,7924.0,35951
6818,Dakota,44.828300,-93.116700,56247.0,55123
6819,Thurston,46.784400,-122.719700,7259.0,98530
6820,Union,33.296146,-92.589364,55380.0,71730
6821,Manatee,27.483358,-82.548341,50971.0,34208
6822,Bonner,48.180245,-116.998590,851.0,83822
6823,Marion,44.751400,-122.283200,3074.0,97452
6824,Multnomah,45.644100,-121.941009,3075.0,97014
6825,Lane,44.130700,-122.243900,3076.0,97452
6826,Marion,44.722400,-122.251100,3077.0,97452
6827,Linn,44.449400,-122.549400,3080.0,97452
6828,Umatilla,,,3084.0,97782
6829,Walla Walla,46.249801,-118.879838,3925.0,99323
6830,Columbia,46.583800,-118.027300,3926.0,99328
6831,Walla Walla,46.563500,-118.539700,3927.0,99335
6832,Jackson,42.671700,-122.677200,6174.0,97541
6833,Linn,44.414600,-122.671200,6552.0,97452
6834,Campbell,44.291900,-105.381100,56319.0,82718
6835,Carroll,36.421507,-93.847373,182.0,72631
6836,Marion,36.363500,-92.576300,198.0,72653
6837,Taylor,32.311556,-100.061589,56240.0,79536
6838,Montgomery,,,1193.0,51864
6839,Washington,43.203900,-88.408300,56266.0,53027
6840,Yuba,39.238996,-121.270409,455.0,95918
6841,San Joaqin,37.739200,-121.432200,50818.0,95391
6842,Page,38.676667,-78.498888,3789.0,22835
6843,Harrison,39.384167,-80.332500,3944.0,26366
6844,Will,,,55250.0,60466
6845,Kern,35.072800,-118.352200,56275.0,93561
6846,Kern,35.077200,-118.381100,56276.0,93561
6847,Berks,40.421900,-75.935600,55193.0,19605
6848,Brazoria,29.229300,-95.195200,10154.0,77512
6849,Ascension,30.187508,-90.983963,56248.0,70734
6850,Maricopa,33.334562,-112.840641,55455.0,85322
6851,Riverside,33.875000,-116.625000,56214.0,92258
6852,Washington,39.366400,-81.521100,7286.0,45750
6853,Jackson,39.044100,-82.610100,7577.0,45640
6854,Henry,41.410600,-84.096700,7578.0,43545
6855,Wood,39.119200,-81.737500,7594.0,26133
6856,Tuolumne,38.391400,-120.000800,54554.0,95247
6857,Claveras,38.144636,-120.380497,54555.0,92547
6858,Talladega,33.166100,-86.282500,56018.0,35150
6859,Peoria,40.625278,-89.631111,860.0,61615
6860,Kauai,21.996451,-159.375803,56258.0,96766
6861,Muskingum,40.092800,-82.027600,55350.0,43821
6862,Bedford,37.503500,-79.300600,56313.0,24536
6863,Pipestone,43.993100,-96.218600,56200.0,56186
6864,Pipestone,43.986700,-96.223300,56203.0,56186
6865,Chatham,,,54999.0,31404
6866,Lewis,,,56290.0,nan
6867,Bonneville,,,56301.0,nan
6868,Eureka,40.746100,-116.529700,56224.0,89820
6869,Bristol,,,52026.0,2748
6870,San Diego,32.876900,-117.166389,56232.0,92121
6871,Surry,,,56233.0,79549
6872,Suffolk,,,56234.0,11719
6873,Vigo,,,56235.0,47885
6874,Frederick,,,56236.0,21703
6875,Utah,40.331667,-111.754167,56237.0,84058
6876,Goodhue,44.536688,-92.915528,56241.0,55009
6877,Oklahoma,,,56246.0,73102
6878,Rensselaer,42.625239,-73.750021,56259.0,12144
6879,Taylor,32.500000,-100.000000,56270.0,79562
6880,Custer,35.509400,-98.734600,56273.0,73906
6881,San Luis Obispo,35.040463,-120.591179,56284.0,93420
6882,Presque Isle,,,56282.0,49779
6883,Alpena,,,56285.0,49707
6884,Alpena,,,56286.0,49707
6885,Alpena,,,56287.0,49707
6886,Taylor,32.124280,-100.021620,56291.0,79566
6887,Hennepin,,,54938.0,55344
6888,San Bernardino,34.142500,-117.427400,56170.0,92377
6889,Union,,,56294.0,7036
6890,Lafayette,30.169400,-91.992300,56283.0,70508
6891,Bureau,,,56297.0,nan
6892,Quay,35.138600,-103.266700,56293.0,88434
6893,San Diego,42.549700,-116.339400,56295.0,91906
6894,Luzerne,41.222200,-75.814400,56299.0,18702
6895,Atlantic,39.382222,-74.4475,56300.0,8401
6896,Nolan,32.290833,-100.421900,56311.0,79556
6897,Roosevelt,,,56304.0,nan
6898,Twin Falls,42.833300,-114.833300,56308.0,83332
6899,St Louis,38.635900,-90.180900,56309.0,63102
6900,Bedford,,,56314.0,24503
6901,Nolan,,,56315.0,nan
6902,Lake,38.834800,-122.767700,902.0,95426
6903,Cassia,,,56317.0,83318
6904,Hawaii,18.974200,-155.691400,56378.0,96772
6905,Travis,30.397419,-97.724992,56373.0,78758
6906,Travis,30.304994,-97.707675,56374.0,78723
6907,Jefferson,44.036470,-75.772040,10464.0,13602
6908,Hardeman,,,55929.0,38008
6909,Blue Earth,44.198800,-94.003000,56104.0,56001
6910,Santa Clara,37.220700,-121.745700,55393.0,95013
6911,Edgecombe,36.037318,-77.753345,10384.0,27809
6912,Franklin,39.929400,-83.012000,56420.0,43223
6913,Franklin,39.961419,-83.049072,56421.0,43223
6914,Franklin,39.950000,-83.015833,56422.0,43215
6915,Franklin,39.952367,-83.014425,56423.0,43215
6916,Alcona,,,1693.0,12345
6917,Riverside,33.891200,-117.608500,56356.0,92880
6918,Culpeper,38.280000,-77.590000,56367.0,22701
6919,Washburn,45.838333,-91.691944,56366.0,54870
6920,Pittsylvania,,,56363.0,24541
6921,Pittsylvania,,,56364.0,24541
6922,Pittsylvania,,,56365.0,24541
6923,Pendleton,38.801400,-84.344700,56327.0,41006
6924,Palm Beach,26.698600,-80.374700,56407.0,33470
6925,Clearwater,46.383828,-115.949338,54674.0,83553
6926,St Lucie,27.383889,-80.377500,56400.0,34981
6927,Brown,44.493600,-88.030300,10360.0,54304
6928,Oliver,,,56392.0,nan
6929,Fairbanks North Star,64.028300,-145.718100,56325.0,99737
6930,Haywood,,,55519.0,38012
6931,Hampden,42.205236,-72.592862,54981.0,1040
6932,Contra Costa,33.921100,-116.564200,50826.0,94550
6933,Pike,39.618900,-90.846100,56376.0,62363
6934,Monroe,38.334400,-90.158800,56115.0,62298
6935,Sussex,38.585700,-75.234100,594.0,19939
6936,nan,,,56355.0,nan
6937,Ford,37.864100,-99.752800,56351.0,67876
6938,Mercer,37.786400,-84.702800,1354.0,40330
6939,Harper,36.710600,-99.890600,56348.0,73848
6940,Kern,,,56433.0,nan
6941,Prince William,38.760695,-77.620890,56368.0,20155
6942,Carroll,,,56379.0,nan
6943,Volusia,29.096900,-81.068900,55162.0,32128
6944,Jefferson,29.888462,-93.950984,50973.0,77640
6945,Otoe,40.675600,-96.177778,2256.0,68446
6946,Stanly,35.363600,-80.193900,56339.0,28001
6947,Gaston,35.377800,-81.380000,56340.0,28021
6948,Lincoln,35.476900,-81.273600,56341.0,28092
6949,Catawba,35.577200,-81.208100,56342.0,28650
6950,Union,34.973274,-80.540038,56343.0,28112
6951,Burke,35.763100,-81.696400,56344.0,28655
6952,Mecklenburg,35.085300,-80.894700,56345.0,28134
6953,Richmond,34.842311,-79.736087,56292.0,28345
6954,Acadia,30.282500,-92.599700,55433.0,70546
6955,Harper,,,56380.0,73834
6956,Bergen,40.8375,-74.0244,2398.0,7657
6957,Prince Georges,38.824863,-76.773149,50060.0,20774
6958,Prince Georges,38.847585,-76.785912,55964.0,20774
6959,Martin,43.666700,-94.500000,56296.0,56172
6960,Butler,37.500000,-96.500000,56303.0,67072
6961,Sherman,45.583600,-120.504200,56359.0,97065
6962,Gilliam,45.716700,-120.200000,56360.0,97812
6963,Klickitat,45.919200,-120.120600,56361.0,99322
6964,Solano,38.150300,-121.696700,56362.0,94571
6965,Kittitas,46.977200,-120.209200,56322.0,98926
6966,Nassau,30.661200,-81.473000,10562.0,32034
6967,Mason,47.470600,-123.115300,50700.0,98555
6968,Kane,42.054400,-88.281700,50909.0,60120
6969,Skagit,48.448100,-122.433100,56406.0,98273
6970,Washington,,,56328.0,72762
6971,Greene,37.381100,-93.351400,56404.0,65781
6972,nan,,,56352.0,nan
6973,nan,,,56353.0,nan
6974,nan,,,56354.0,nan
6975,Campbell,43.717500,-105.497500,55360.0,82732
6976,Robertson,,,56425.0,77856
6977,Honolulu,21.302500,-158.101667,56329.0,96707
6978,Honolulu,21.375600,-158.047800,56330.0,96797
6979,Honolulu,21.316900,-157.876400,56331.0,96813
6980,Honolulu,21.529200,-158.045800,56332.0,96786
6981,Bexar,29.581700,-98.618600,56401.0,78249
6982,Fond Du Lac,43.743600,-88.388600,56391.0,54935
6983,Fond Du Lac,43.692647,-88.329742,56347.0,53019
6984,Reno,38.090600,-97.874722,1248.0,67501
6985,Douglas,39.007200,-95.269167,1250.0,66049
6986,Pottawatomie,39.286453,-96.117231,6068.0,66536
6987,Luzerne,41.202500,-76.068333,56397.0,18621
6988,Windham,41.798656,-71.886759,55860.0,6241
6989,Washoe,39.390843,-119.754593,56321.0,89521
6990,Redwood,44.504200,-95.168600,56414.0,56383
6991,Martin,43.647800,-94.447200,56415.0,56031
6992,Bonneville,43.419500,-111.829400,56301.0,83401
6993,Logan,,,56320.0,80751
6994,Wheatland,46.572500,-109.753100,56377.0,59520
6995,Scurry,32.747058,-100.954661,56233.0,79549
6996,Victoria,,,10790.0,77901
6997,Alameda,38.014700,-122.006100,56271.0,94550
6998,Guadalupe,34.814700,-105.010800,56336.0,88435
6999,Nolan,,,56337.0,79556
7000,Somerset,,,56369.0,nan
7001,Steuben,,,56370.0,14873
7002,Weld,40.894400,-104.020600,56371.0,80729
7003,Nolan,,,56372.0,79556
7004,Contra Costa,37.805000,-121.667200,56446.0,94514
7005,Lee,41.727500,-89.156900,56450.0,61378
7006,Cassia,42.500278,-113.912222,56434.0,83318
7007,Cassia,42.445556,-113.906667,56435.0,83318
7008,Bingham,43.250000,-112.500000,56436.0,83221
7009,Cassia,42.474167,-114.010278,56437.0,83318
7010,Jerome,,,56438.0,nan
7011,Twin Falls,42.840556,-114.989722,56439.0,83332
7012,Twin Falls,42.797500,-114.998611,56440.0,83332
7013,Twin Falls,42.681944,-114.989167,56441.0,83332
7014,Twin Falls,42.870278,-114.967778,56442.0,83332
7015,Twin Falls,42.849722,-114.969167,56443.0,83332
7016,Carbon,42.046111,-106.193611,56452.0,82329
7017,Cassia,42.099417,-113.382450,56317.0,83342
7018,Fauquier,38.676344,-77.777746,56318.0,20187
7019,Bureau,41.250000,-89.570800,56297.0,61368
7020,Niagara,43.209400,-78.983600,56323.0,14174
7021,Albany,42.802500,-73.737800,56324.0,12047
7022,Yoakum,32.974554,-102.743607,56326.0,79323
7023,Lewis,43.785300,-75.575300,56290.0,13367
7024,Roosevelt,33.971600,-103.860400,56304.0,88116
7025,Potter,,,56432.0,nan
7026,Nicholas,38.219210,-80.890610,56333.0,26651
7027,Apache,34.093006,-109.289979,56358.0,85925
7028,Wharton,,,50137.0,77462
7029,Wharton,29.287800,-96.068300,56350.0,77488
7030,Ector,31.841400,-102.315000,56349.0,79766
7031,Comanche,34.866100,-98.605600,56335.0,73015
7032,McLean,,,56338.0,61701
7033,San Bernardino,34.250600,-116.902500,56346.0,92315
7034,Burleigh,47.116700,-100.733300,56357.0,58579
7035,Allegany,,,56381.0,nan
7036,Pendleton,,,56382.0,nan
7037,Grant,,,56384.0,nan
7038,Allegany,,,56385.0,nan
7039,Glasscock,32.024400,-101.279200,56394.0,79720
7040,Shackelford,32.625600,-99.492800,56395.0,79601
7041,Herkimer,,,56398.0,nan
7042,Sullivan,,,56399.0,nan
7043,Howard,,,56402.0,79720
7044,Clark,35.799798,-114.981730,56405.0,89005
7045,Humboldt,40.799500,-124.202800,10052.0,95564
7046,Bureau,,,56408.0,61368
7047,Pipestone,44.021100,-96.440600,56409.0,56164
7048,Pipestone,44.024700,-96.436900,56410.0,56164
7049,Pipestone,44.015000,-96.436700,56411.0,56164
7050,Pipestone,44.025600,-96.430300,56412.0,56164
7051,Pipestone,44.015000,-96.436700,56413.0,56164
7052,Huron,,,56416.0,nan
7053,Cook,41.834878,-87.916319,56417.0,60154
7054,Cook,42.067125,-87.886172,56418.0,60016
7055,Will,41.381090,-87.637542,56419.0,60401
7056,Rhea,,,56444.0,37316
7057,Hampden,42.1661,-72.5381,56426.0,1020
7058,Rock,42.708300,-89.020800,56427.0,53545
7059,Santa Cruz,36.917800,-121.815600,56428.0,95076
7060,Sussex,38.599200,-75.434200,56429.0,19947
7061,Kent,39.033900,-75.723300,56430.0,19943
7062,Mower,,,56424.0,nan
7063,Weld,40.092192,-104.887844,56445.0,80530
7064,Hawaii,20.228600,-155.875000,56447.0,96719
7065,Aroostook,46.54422,-67.8111,56448.0,4758
7066,Maui,20.765000,-156.425000,56449.0,96753
7067,Cambria,,,56451.0,15938
7068,Washington,,,56453.0,15301
7069,Christian,39.586944,-89.266388,56454.0,62568
7070,Mississippi,35.664400,-89.948900,56456.0,72370
7071,Schuylkill,40.793056,-76.372500,56455.0,17934
7072,Borden,,,56457.0,nan
7073,Navajo,34.503158,-110.334953,56616.0,85937
7074,nan,,,56542.0,99840
7075,Linn,41.916700,-91.654200,54929.0,52402
7076,Lassen,40.649703,-123.524725,50964.0,96127
7077,Washington,35.971400,-94.001400,56489.0,72727
7078,Pitkin,39.195000,-106.835000,56566.0,81611
7079,Brown,45.627500,-98.173889,56238.0,57445
7080,Roosevelt,48.210000,-104.391667,56606.0,59218
7081,Ward,48.133300,-101.383300,56607.0,58701
7082,nan,,,56608.0,nan
7083,Campbell,44.388889,-105.460833,56609.0,82732
7084,Brookings,44.290833,-96.526667,56610.0,57276
7085,Ada,43.460012,-116.472540,56498.0,83634
7086,Los Angeles,34.177200,-118.314700,7987.0,91502
7087,Fremont,43.219017,-108.787681,674.0,82644
7088,Kern,35.085300,-118.354700,52161.0,93561
7089,San Diego,32.726100,-117.146400,50963.0,92134
7090,Maricopa,33.844700,-112.271400,7164.0,85383
7091,Cherokee,,,10173.0,29702
7092,Gloucester,39.8119,-75.249031,8008.0,8056
7093,New Haven,41.44823,-72.834884,6635.0,6492
7094,Klickitat,48.783600,-120.347500,56487.0,99356
7095,Wood,44.314200,-89.896400,50395.0,54457
7096,Hardin,37.725800,-85.725800,56280.0,42701
7097,San Diego,33.116500,-117.321500,10026.0,92011
7098,Murray,43.899722,-95.950556,55980.0,56122
7099,Murray,43.920400,-95.955885,55981.0,56123
7100,Murray,,,56617.0,56124
7101,Windham,42.7786,-72.5133,3751.0,5354
7102,St Francois,37.7814,-90.4156,56597.0,63640
7103,St Francois,37.7881,-90.4336,56598.0,63640
7104,St Francois,37.7694,-90.4258,56599.0,63640
7105,St Francois,37.7608,-90.4526,56600.0,63640
7106,Umatilla,45.587778,-118.735277,55989.0,97835
7107,Alachua,29.638300,-82.340000,56518.0,32608
7108,Yukon-Koyukuk,64.738100,-156.940000,7437.0,99741
7109,Kane,41.891100,-88.271100,56462.0,60134
7110,San Diego,32.779730,-117.006397,10115.0,91942
7111,Washington,44.836700,-116.897500,811.0,83610
7112,Imperial,32.701111,-115.495277,56567.0,92231
7113,Imperial,33.238842,-115.504456,56569.0,92257
7114,Clark,38.456400,-85.837500,56539.0,47106
7115,Morehouse,,,54090.0,71220
7116,Audubon,,,56355.0,nan
7117,Craighead,35.848561,-90.725377,56505.0,72403
7118,Aleutian Islands,55.061683,-162.310300,7493.0,99612
7119,Cook,41.993900,-87.699722,10498.0,60076
7120,Kodiak Island,57.791100,-152.405800,7723.0,99619
7121,Kent,42.935000,-85.337800,1837.0,49331
7122,Worth,43.359700,-93.320800,56386.0,50448
7123,Prince William,,,56491.0,20110
7124,Wood,44.634722,-90.134444,56480.0,54449
7125,Carroll,42.116900,-95.129200,56379.0,51467
7126,Pocahontas,,,56501.0,nan
7127,Salt Lake,40.746100,-112.033900,56554.0,84104
7128,Ellis,38.930300,-99.361700,56497.0,67601
7129,Audrain,39.251076,-91.640071,56478.0,63352
7130,Burke,35.776600,-81.664300,56553.0,28655
7131,Mecklenburg,35.486900,-80.855800,56546.0,28031
7132,Rutherford,35.361900,-81.834400,56547.0,28018
7133,Burke,35.748100,-81.607200,56548.0,28619
7134,Caldwell,35.781100,-81.392800,56549.0,28630
7135,Mecklenburg,35.383300,-80.832800,56550.0,28078
7136,Rowan,35.540600,-80.611700,56551.0,28088
7137,Iredell,35.797200,-80.854200,56552.0,28625
7138,Osceola,43.405800,-95.654700,56216.0,51354
7139,Lincoln,44.398900,-96.417800,56217.0,56136
7140,Osceola,43.405800,-95.657500,56218.0,51354
7141,Contra Costa,37.967500,-122.382200,50831.0,94801
7142,Harper,36.637660,-99.902110,56380.0,73848
7143,Contra Costa,38.017500,-121.758700,56476.0,94509
7144,Colusa,,,56532.0,95932
7145,Columbia,46.374700,-117.777200,56466.0,99328
7146,Jefferson,,,56516.0,80403
7147,Pocahontas,42.730291,-94.664394,56517.0,50574
7148,Sherman,45.653745,-120.603414,56485.0,97065
7149,Sherman,45.578100,-120.551700,55871.0,97065
7150,Brookings,,,56459.0,57006
7151,Bent,37.866900,-102.740300,56460.0,81052
7152,Sherman,45.583600,-120.504200,56468.0,97065
7153,Sangamon,39.856389,-89.619444,55059.0,62707
7154,nan,,,56519.0,24153
7155,Oconee,,,56545.0,29679
7156,Grant,39.217500,-79.209400,56495.0,26739
7157,Nevada,39.742222,-119.883055,6512.0,96111
7158,Ventura,34.205556,-119.246944,56471.0,93035
7159,San Bernardino,34.090300,-117.534300,56472.0,91730
7160,San Bernardino,34.005300,-117.560400,56473.0,91761
7161,Orange,33.807300,-117.983200,56474.0,90680
7162,Los Angeles,33.929600,-118.104600,56475.0,90650
7163,Washington,36.185500,-94.284100,56328.0,72770
7164,Hempstead,33.649722,-93.811944,56564.0,71838
7165,Kings,,,54767.0,11213
7166,Heard,33.351600,-84.999600,55061.0,30217
7167,Fannin,36.341614,-82.126338,757.0,30513
7168,Polk,35.167712,-84.295601,3394.0,37369
7169,Robertson,31.180300,-96.486600,6180.0,77856
7170,Campbell,44.291900,-105.380600,56596.0,82718
7171,Honolulu,21.301400,-158.095800,56514.0,96707
7172,Honolulu,21.327800,-158.096400,56515.0,96707
7173,Nolan,32.318221,-100.176986,56484.0,79536
7174,Craven,35.212000,-77.114400,50188.0,28563
7175,Ottawa,42.833300,-86.005300,56503.0,49464
7176,Ottawa,42.812900,-86.033500,56504.0,49464
7177,Lyon,38.445883,-96.065247,56502.0,66801
7178,Page,38.571389,-78.593611,3790.0,24128
7179,San Diego,32.936950,-117.113669,56615.0,92129
7180,Grayson,33.818100,-96.569200,6416.0,75020
7181,Lea,,,56458.0,88240
7182,St Lawrence,44.336358,-75.502740,54878.0,13642
7183,Murray,,,56543.0,56250
7184,Cottonwood,43.957800,-95.130600,56544.0,56118
7185,Washoe,39.373189,-119.764507,56540.0,89511
7186,Washoe,39.388722,-119.748908,56541.0,89521
7187,Ocean,39.8143,-74.2062,2388.0,8731
7188,San Jacinto,30.419300,-95.011800,56603.0,77371
7189,Hardin,30.303800,-94.252600,56604.0,77625
7190,Cass,40.721322,-86.342144,56463.0,46947
7191,Jay,40.379703,-85.088192,56464.0,47371
7192,White,40.885556,-86.704444,56465.0,47960
7193,Butler,39.352800,-84.518300,7782.0,45015
7194,Henderson,37.719400,-87.413900,56107.0,42420
7195,Suffolk,40.736611,-73.388424,56188.0,11704
7196,Anderson,36.044400,-84.344400,56493.0,37840
7197,Scurry,32.720400,-100.995200,56506.0,79549
7198,Cambria,40.386100,-78.682800,56451.0,15946
7199,Cascade,47.498300,-111.439200,56591.0,59404
7200,Jefferson,,,52108.0,77640
7201,Potter,35.133600,-101.848300,56432.0,79092
7202,Harper,,,56621.0,73013
7203,Allegany,,,56381.0,21532
7204,Pendleton,,,56382.0,26815
7205,Worth,43.360800,-93.297800,56383.0,50448
7206,Grant,,,56384.0,26739
7207,Allegany,,,56385.0,21532
7208,Glasscock,32.024400,-101.279200,56479.0,79720
7209,Nolan,32.398300,-100.648100,56592.0,79545
7210,Nolan,32.469400,-100.666400,56593.0,79545
7211,Madison,42.908600,-75.569700,56594.0,13310
7212,Shackelford,32.514400,-99.656400,56483.0,79601
7213,Oliver,47.265600,-101.327200,56573.0,58530
7214,Mower,43.500000,-92.666700,56424.0,55936
7215,Jefferson,43.088900,-88.756700,56520.0,53094
7216,Winnebago,43.386400,-93.558900,56521.0,50450
7217,Jackson,30.928333,-85.426111,56522.0,32426
7218,Pulaski,34.833200,-92.157103,56523.0,72117
7219,Travis,30.334400,-97.621700,56524.0,78754
7220,Rusk,45.453300,-91.358300,56525.0,54895
7221,Erie,42.583100,-78.486400,56526.0,14030
7222,Worcester,42.5144,-71.8839,56527.0,1473
7223,Dallas,32.539700,-96.665300,56528.0,75125
7224,Christian,39.567800,-89.368300,56529.0,62568
7225,nan,,,56530.0,80018
7226,Hampton,,,56531.0,23666
7227,Borden,33.166700,-101.500000,56457.0,79517
7228,Jackson,42.388300,-122.791100,56461.0,97524
7229,Kern,,,56508.0,93224
7230,Alameda,37.634660,-122.133810,56467.0,94545
7231,Siskiyou,41.435556,-122.376944,56469.0,96094
7232,Franklin,42.5875,-72.5793,1629.0,1376
7233,Franklin,42.608042,-72.561458,6388.0,1376
7234,Alamosa,37.690304,-105.880501,56481.0,81136
7235,Mohave,,,56482.0,86401
7236,Mower,43.686100,-92.627200,56494.0,55936
7237,Ellsworth,,,56488.0,66219
7238,Salt Lake,40.793100,-111.903800,56509.0,84103
7239,El Paso,,,56490.0,nan
7240,Yellowstone,45.776900,-108.491100,56496.0,59101
7241,Oliver,47.159400,-101.193600,56392.0,58530
7242,Liberty,48.318000,-111.101800,56499.0,59522
7243,Storey,39.560300,-119.510800,56500.0,89434
7244,Mohave,,,56507.0,86413
7245,Schuylkill,40.855000,-76.129200,56470.0,17948
7246,nan,,,56510.0,nan
7247,nan,,,56511.0,nan
7248,nan,,,56512.0,nan
7249,nan,,,56513.0,nan
7250,Los Angeles,34.235600,-118.380600,56533.0,91352
7251,Riverside,33.782023,-117.472735,56534.0,91719
7252,Ventura,34.282200,-118.794400,56535.0,93065
7253,Atchison,40.494200,-95.450000,56536.0,64482
7254,Nodaway,40.257200,-94.672200,56537.0,64423
7255,Atchison,40.414400,-95.540000,56538.0,64482
7256,Gentry,40.100600,-94.486900,56555.0,64463
7257,McCracken,37.033850,-88.615862,56556.0,42003
7258,Clark,36.260278,-115.054400,56568.0,89191
7259,Logan,40.945600,-103.164400,56563.0,80747
7260,Kern,35.116100,-118.378900,56570.0,93561
7261,Northampton,40.621582,-75.310236,56572.0,18015
7262,Baltimore,39.389728,-76.392006,56571.0,21162
