Year,Utility,Net Generation MWh,Plant State,Primary Mover
2004,Anchorage Municipal Light and Power,0.0,,CP
2004,"Tri-State G & T Assn, Inc",0.0,,HY
2004,"Tri-State G & T Assn, Inc",0.0,,CA
2004,"Tri-State G & T Assn, Inc",0.0024172673694438356,,CT
2004,"Tri-State G & T Assn, Inc",0.9953777389698797,,ST
2004,"Tri-State G & T Assn, Inc",0.0022049936606766104,,GT
2004,"Tri-State G & T Assn, Inc",0.0,,IC
2004,"Tri-State G & T Assn, Inc",0.0,,CS
2004,"Tri-State G & T Assn, Inc",0.0,,PV
2004,"Tri-State G & T Assn, Inc",0.0,,PS
2004,"Tri-State G & T Assn, Inc",0.0,,WT
2004,"Tri-State G & T Assn, Inc",0.0,,OT
2004,"Tri-State G & T Assn, Inc",0.0,,BT
2004,"Tri-State G & T Assn, Inc",0.0,,FC
2004,"Tri-State G & T Assn, Inc",0.0,,CP
2004,New York Power Authority,0.8720918023156604,,HY
2004,New York Power Authority,0.0,,CA
2004,New York Power Authority,0.016266185553578744,,CT
2004,New York Power Authority,0.08602215071482984,,ST
2004,New York Power Authority,0.02561986141593083,,GT
2004,New York Power Authority,0.0,,IC
2004,New York Power Authority,0.0,,CS
2004,New York Power Authority,0.0,,PV
2004,New York Power Authority,0.0,,PS
2004,New York Power Authority,0.0,,WT
2004,New York Power Authority,0.0,,OT
2004,New York Power Authority,0.0,,BT
2004,New York Power Authority,0.0,,FC
2004,New York Power Authority,0.0,,CP
2004,Chugach Electric Assn Inc,0.02663253860033482,,HY
2004,Chugach Electric Assn Inc,0.0,,CA
2004,Chugach Electric Assn Inc,0.6037336555590439,,CT
2004,Chugach Electric Assn Inc,0.0,,ST
2004,Chugach Electric Assn Inc,0.36963380584062133,,GT
2004,Chugach Electric Assn Inc,0.0,,IC
2004,Chugach Electric Assn Inc,0.0,,CS
2004,Chugach Electric Assn Inc,0.0,,PV
2004,Chugach Electric Assn Inc,0.0,,PS
2004,Chugach Electric Assn Inc,0.0,,WT
2004,Chugach Electric Assn Inc,0.0,,OT
2004,Chugach Electric Assn Inc,0.0,,BT
2004,Chugach Electric Assn Inc,0.0,,FC
2004,Chugach Electric Assn Inc,0.0,,CP
2004,Puget Sound Energy Inc,0.4695530414718523,,HY
2004,Puget Sound Energy Inc,0.0,,CA
2004,Puget Sound Energy Inc,0.5202379467186227,,CT
2004,Puget Sound Energy Inc,0.0,,ST
2004,Puget Sound Energy Inc,0.01018584301853985,,GT
2004,Puget Sound Energy Inc,2.3168790985098915e-05,,IC
2004,Puget Sound Energy Inc,0.0,,CS
2004,Puget Sound Energy Inc,0.0,,PV
2004,Puget Sound Energy Inc,0.0,,PS
2004,Puget Sound Energy Inc,0.0,,WT
2004,Puget Sound Energy Inc,0.0,,OT
2004,Puget Sound Energy Inc,0.0,,BT
2004,Puget Sound Energy Inc,0.0,,FC
2004,Puget Sound Energy Inc,0.0,,CP
2004,Sunflower Electric Power Corp,0.0,,HY
2004,Sunflower Electric Power Corp,0.0,,CA
2004,Sunflower Electric Power Corp,0.0,,CT
2004,Sunflower Electric Power Corp,0.9974884871232078,,ST
2004,Sunflower Electric Power Corp,0.002511512876792157,,GT
2004,Sunflower Electric Power Corp,0.0,,IC
2004,Sunflower Electric Power Corp,0.0,,CS
2004,Sunflower Electric Power Corp,0.0,,PV
2004,Sunflower Electric Power Corp,0.0,,PS
2004,Sunflower Electric Power Corp,0.0,,WT
2004,Sunflower Electric Power Corp,0.0,,OT
2004,Sunflower Electric Power Corp,0.0,,BT
2004,Sunflower Electric Power Corp,0.0,,FC
2004,Sunflower Electric Power Corp,0.0,,CP
2004,Arizona Public Service Co,0.0005471125186528915,,HY
2004,Arizona Public Service Co,0.011447471997585872,,CA
2004,Arizona Public Service Co,0.03194234814660972,,CT
2004,Arizona Public Service Co,0.9411270198955153,,ST
2004,Arizona Public Service Co,0.006882664551372193,,GT
2004,Arizona Public Service Co,0.0,,IC
2004,Arizona Public Service Co,0.007979243730614725,,CS
2004,Arizona Public Service Co,7.413915964923408e-05,,PV
2004,Arizona Public Service Co,0.0,,PS
2004,Arizona Public Service Co,0.0,,WT
2004,Arizona Public Service Co,0.0,,OT
2004,Arizona Public Service Co,0.0,,BT
2004,Arizona Public Service Co,0.0,,FC
2004,Arizona Public Service Co,0.0,,CP
2004,Tucson Electric Power Co,0.0,,HY
2004,Tucson Electric Power Co,0.0,,CA
2004,Tucson Electric Power Co,0.0,,CT
2004,Tucson Electric Power Co,0.9946983594668822,,ST
2004,Tucson Electric Power Co,0.005301640533117719,,GT
2004,Tucson Electric Power Co,0.0,,IC
2004,Tucson Electric Power Co,0.0,,CS
2004,Tucson Electric Power Co,0.0,,PV
2004,Tucson Electric Power Co,0.0,,PS
2004,Tucson Electric Power Co,0.0,,WT
2004,Tucson Electric Power Co,0.0,,OT
2004,Tucson Electric Power Co,0.0,,BT
2004,Tucson Electric Power Co,0.0,,FC
2004,Tucson Electric Power Co,0.0,,CP
2004,Public Service Co of Oklahoma,0.0,,HY
2004,Public Service Co of Oklahoma,0.0,,CA
2004,Public Service Co of Oklahoma,0.07162062965052046,,CT
2004,Public Service Co of Oklahoma,0.928219577973929,,ST
2004,Public Service Co of Oklahoma,0.00015081947708483155,,GT
2004,Public Service Co of Oklahoma,8.972898465732814e-06,,IC
2004,Public Service Co of Oklahoma,0.0,,CS
2004,Public Service Co of Oklahoma,0.0,,PV
2004,Public Service Co of Oklahoma,0.0,,PS
2004,Public Service Co of Oklahoma,0.0,,WT
2004,Public Service Co of Oklahoma,0.0,,OT
2004,Public Service Co of Oklahoma,0.0,,BT
2004,Public Service Co of Oklahoma,0.0,,FC
2004,Public Service Co of Oklahoma,0.0,,CP
2004,South Carolina Pub Serv Auth,0.010644994162174936,,HY
2004,South Carolina Pub Serv Auth,0.0,,CA
2004,South Carolina Pub Serv Auth,0.04226870047371113,,CT
2004,South Carolina Pub Serv Auth,0.9322198679124061,,ST
2004,South Carolina Pub Serv Auth,0.013722872818200333,,GT
2004,South Carolina Pub Serv Auth,0.0011435646335074057,,IC
2004,South Carolina Pub Serv Auth,0.0,,CS
2004,South Carolina Pub Serv Auth,0.0,,PV
2004,South Carolina Pub Serv Auth,0.0,,PS
2004,South Carolina Pub Serv Auth,0.0,,WT
2004,South Carolina Pub Serv Auth,0.0,,OT
2004,South Carolina Pub Serv Auth,0.0,,BT
2004,South Carolina Pub Serv Auth,0.0,,FC
2004,South Carolina Pub Serv Auth,0.0,,CP
2004,Seminole Electric Cooperative Inc,0.0,,HY
2004,Seminole Electric Cooperative Inc,0.0,,CA
2004,Seminole Electric Cooperative Inc,0.1308649900899291,,CT
2004,Seminole Electric Cooperative Inc,0.8691350099100709,,ST
2004,Seminole Electric Cooperative Inc,0.0,,GT
2004,Seminole Electric Cooperative Inc,0.0,,IC
2004,Seminole Electric Cooperative Inc,0.0,,CS
2004,Seminole Electric Cooperative Inc,0.0,,PV
2004,Seminole Electric Cooperative Inc,0.0,,PS
2004,Seminole Electric Cooperative Inc,0.0,,WT
2004,Seminole Electric Cooperative Inc,0.0,,OT
2004,Seminole Electric Cooperative Inc,0.0,,BT
2004,Seminole Electric Cooperative Inc,0.0,,FC
2004,Seminole Electric Cooperative Inc,0.0,,CP
2004,Salt River Project,0.003416807590941387,,HY
2004,Salt River Project,0.0,,CA
2004,Salt River Project,0.08130965204191586,,CT
2004,Salt River Project,0.8953012609350507,,ST
2004,Salt River Project,0.0011697080679320237,,GT
2004,Salt River Project,0.0005529980107142239,,IC
2004,Salt River Project,0.01823840964972219,,CS
2004,Salt River Project,1.1163703723635432e-05,,PV
2004,Salt River Project,0.0,,PS
2004,Salt River Project,0.0,,WT
2004,Salt River Project,0.0,,OT
2004,Salt River Project,0.0,,BT
2004,Salt River Project,0.0,,FC
2004,Salt River Project,0.0,,CP
2004,Modesto Irrigation District,0.01881603791934359,,HY
2004,Modesto Irrigation District,0.0,,CA
2004,Modesto Irrigation District,0.0,,CT
2004,Modesto Irrigation District,0.0,,ST
2004,Modesto Irrigation District,0.9811839620806564,,GT
2004,Modesto Irrigation District,0.0,,IC
2004,Modesto Irrigation District,0.0,,CS
2004,Modesto Irrigation District,0.0,,PV
2004,Modesto Irrigation District,0.0,,PS
2004,Modesto Irrigation District,0.0,,WT
2004,Modesto Irrigation District,0.0,,OT
2004,Modesto Irrigation District,0.0,,BT
2004,Modesto Irrigation District,0.0,,FC
2004,Modesto Irrigation District,0.0,,CP
2004,U S Bureau of Reclamation,0.999838101357957,,HY
2004,U S Bureau of Reclamation,0.0,,CA
2004,U S Bureau of Reclamation,0.0,,CT
2004,U S Bureau of Reclamation,0.0,,ST
2004,U S Bureau of Reclamation,0.0,,GT
2004,U S Bureau of Reclamation,0.0,,IC
2004,U S Bureau of Reclamation,0.0,,CS
2004,U S Bureau of Reclamation,0.0,,PV
2004,U S Bureau of Reclamation,0.00016189864204302072,,PS
2004,U S Bureau of Reclamation,0.0,,WT
2004,U S Bureau of Reclamation,0.0,,OT
2004,U S Bureau of Reclamation,0.0,,BT
2004,U S Bureau of Reclamation,0.0,,FC
2004,U S Bureau of Reclamation,0.0,,CP
2004,Heber Light & Power Company,0.34411484908760703,,HY
2004,Heber Light & Power Company,0.0,,CA
2004,Heber Light & Power Company,0.0,,CT
2004,Heber Light & Power Company,0.0,,ST
2004,Heber Light & Power Company,0.0,,GT
2004,Heber Light & Power Company,0.655885150912393,,IC
2004,Heber Light & Power Company,0.0,,CS
2004,Heber Light & Power Company,0.0,,PV
2004,Heber Light & Power Company,0.0,,PS
2004,Heber Light & Power Company,0.0,,WT
2004,Heber Light & Power Company,0.0,,OT
2004,Heber Light & Power Company,0.0,,BT
2004,Heber Light & Power Company,0.0,,FC
2004,Heber Light & Power Company,0.0,,CP
2004,Arizona Electric Pwr Coop Inc,0.0,,HY
2004,Arizona Electric Pwr Coop Inc,0.007365105024599134,,CA
2004,Arizona Electric Pwr Coop Inc,0.009993056312284684,,CT
2004,Arizona Electric Pwr Coop Inc,0.963414629845726,,ST
2004,Arizona Electric Pwr Coop Inc,0.019227208817390182,,GT
2004,Arizona Electric Pwr Coop Inc,0.0,,IC
2004,Arizona Electric Pwr Coop Inc,0.0,,CS
2004,Arizona Electric Pwr Coop Inc,0.0,,PV
2004,Arizona Electric Pwr Coop Inc,0.0,,PS
2004,Arizona Electric Pwr Coop Inc,0.0,,WT
2004,Arizona Electric Pwr Coop Inc,0.0,,OT
2004,Arizona Electric Pwr Coop Inc,0.0,,BT
2004,Arizona Electric Pwr Coop Inc,0.0,,FC
2004,Arizona Electric Pwr Coop Inc,0.0,,CP
2004,Turlock Irrigation District,0.8764248655724509,,HY
2004,Turlock Irrigation District,0.0,,CA
2004,Turlock Irrigation District,0.0,,CT
2004,Turlock Irrigation District,0.0,,ST
2004,Turlock Irrigation District,0.12357513442754905,,GT
2004,Turlock Irrigation District,0.0,,IC
2004,Turlock Irrigation District,0.0,,CS
2004,Turlock Irrigation District,0.0,,PV
2004,Turlock Irrigation District,0.0,,PS
2004,Turlock Irrigation District,0.0,,WT
2004,Turlock Irrigation District,0.0,,OT
2004,Turlock Irrigation District,0.0,,BT
2004,Turlock Irrigation District,0.0,,FC
2004,Turlock Irrigation District,0.0,,CP
2004,Grand River Dam Authority,0.11580072890940983,,HY
2004,Grand River Dam Authority,0.0,,CA
2004,Grand River Dam Authority,0.0,,CT
2004,Grand River Dam Authority,0.8841992710905902,,ST
2004,Grand River Dam Authority,0.0,,GT
2004,Grand River Dam Authority,0.0,,IC
2004,Grand River Dam Authority,0.0,,CS
2004,Grand River Dam Authority,0.0,,PV
2004,Grand River Dam Authority,0.0,,PS
2004,Grand River Dam Authority,0.0,,WT
2004,Grand River Dam Authority,0.0,,OT
2004,Grand River Dam Authority,0.0,,BT
2004,Grand River Dam Authority,0.0,,FC
2004,Grand River Dam Authority,0.0,,CP
2004,Entergy Arkansas Inc,0.004324082320790053,,HY
2004,Entergy Arkansas Inc,0.0,,CA
2004,Entergy Arkansas Inc,0.0,,CT
2004,Entergy Arkansas Inc,0.995675330604792,,ST
2004,Entergy Arkansas Inc,5.870744181194436e-07,,GT
2004,Entergy Arkansas Inc,0.0,,IC
2004,Entergy Arkansas Inc,0.0,,CS
2004,Entergy Arkansas Inc,0.0,,PV
2004,Entergy Arkansas Inc,0.0,,PS
2004,Entergy Arkansas Inc,0.0,,WT
2004,Entergy Arkansas Inc,0.0,,OT
2004,Entergy Arkansas Inc,0.0,,BT
2004,Entergy Arkansas Inc,0.0,,FC
2004,Entergy Arkansas Inc,0.0,,CP
2004,Pacific Gas & Electric Co,0.3945258657987891,,HY
2004,Pacific Gas & Electric Co,0.0,,CA
2004,Pacific Gas & Electric Co,0.0,,CT
2004,Pacific Gas & Electric Co,0.6051653211539475,,ST
2004,Pacific Gas & Electric Co,0.00030881304726343043,,GT
2004,Pacific Gas & Electric Co,0.0,,IC
2004,Pacific Gas & Electric Co,0.0,,CS
2004,Pacific Gas & Electric Co,0.0,,PV
2004,Pacific Gas & Electric Co,0.0,,PS
2004,Pacific Gas & Electric Co,0.0,,WT
2004,Pacific Gas & Electric Co,0.0,,OT
2004,Pacific Gas & Electric Co,0.0,,BT
2004,Pacific Gas & Electric Co,0.0,,FC
2004,Pacific Gas & Electric Co,0.0,,CP
2004,USCE-Little Rock District,1.0,,HY
2004,USCE-Little Rock District,0.0,,CA
2004,USCE-Little Rock District,0.0,,CT
2004,USCE-Little Rock District,0.0,,ST
2004,USCE-Little Rock District,0.0,,GT
2004,USCE-Little Rock District,0.0,,IC
2004,USCE-Little Rock District,0.0,,CS
2004,USCE-Little Rock District,0.0,,PV
2004,USCE-Little Rock District,0.0,,PS
2004,USCE-Little Rock District,0.0,,WT
2004,USCE-Little Rock District,0.0,,OT
2004,USCE-Little Rock District,0.0,,BT
2004,USCE-Little Rock District,0.0,,FC
2004,USCE-Little Rock District,0.0,,CP
2004,USCE -Vickburg District,0.9225239439132967,,HY
2004,USCE -Vickburg District,0.0,,CA
2004,USCE -Vickburg District,0.0,,CT
2004,USCE -Vickburg District,0.0,,ST
2004,USCE -Vickburg District,0.0,,GT
2004,USCE -Vickburg District,0.0,,IC
2004,USCE -Vickburg District,0.0,,CS
2004,USCE -Vickburg District,0.0,,PV
2004,USCE -Vickburg District,0.07747605608670322,,PS
2004,USCE -Vickburg District,0.0,,WT
2004,USCE -Vickburg District,0.0,,OT
2004,USCE -Vickburg District,0.0,,BT
2004,USCE -Vickburg District,0.0,,FC
2004,USCE -Vickburg District,0.0,,CP
2004,Arkansas Electric Coop Corp,0.5666989711116923,,HY
2004,Arkansas Electric Coop Corp,0.0,,CA
2004,Arkansas Electric Coop Corp,0.013013563636343567,,CT
2004,Arkansas Electric Coop Corp,0.41851410418916,,ST
2004,Arkansas Electric Coop Corp,0.0017733610628040118,,GT
2004,Arkansas Electric Coop Corp,0.0,,IC
2004,Arkansas Electric Coop Corp,0.0,,CS
2004,Arkansas Electric Coop Corp,0.0,,PV
2004,Arkansas Electric Coop Corp,0.0,,PS
2004,Arkansas Electric Coop Corp,0.0,,WT
2004,Arkansas Electric Coop Corp,0.0,,OT
2004,Arkansas Electric Coop Corp,0.0,,BT
2004,Arkansas Electric Coop Corp,0.0,,FC
2004,Arkansas Electric Coop Corp,0.0,,CP
2004,Exelon Nuclear,0.0,,HY
2004,Exelon Nuclear,0.0,,CA
2004,Exelon Nuclear,0.0,,CT
2004,Exelon Nuclear,1.0,,ST
2004,Exelon Nuclear,0.0,,GT
2004,Exelon Nuclear,0.0,,IC
2004,Exelon Nuclear,0.0,,CS
2004,Exelon Nuclear,0.0,,PV
2004,Exelon Nuclear,0.0,,PS
2004,Exelon Nuclear,0.0,,WT
2004,Exelon Nuclear,0.0,,OT
2004,Exelon Nuclear,0.0,,BT
2004,Exelon Nuclear,0.0,,FC
2004,Exelon Nuclear,0.0,,CP
2004,JEA,0.0,,HY
2004,JEA,0.0,,CA
2004,JEA,0.0,,CT
2004,JEA,0.9726794416369513,,ST
2004,JEA,0.02689898828817051,,GT
2004,JEA,0.00042157007487817085,,IC
2004,JEA,0.0,,CS
2004,JEA,0.0,,PV
2004,JEA,0.0,,PS
2004,JEA,0.0,,WT
2004,JEA,0.0,,OT
2004,JEA,0.0,,BT
2004,JEA,0.0,,FC
2004,JEA,0.0,,CP
2004,Geysers Power Co LLC,0.0,,HY
2004,Geysers Power Co LLC,0.0,,CA
2004,Geysers Power Co LLC,0.0,,CT
2004,Geysers Power Co LLC,1.0,,ST
2004,Geysers Power Co LLC,0.0,,GT
2004,Geysers Power Co LLC,0.0,,IC
2004,Geysers Power Co LLC,0.0,,CS
2004,Geysers Power Co LLC,0.0,,PV
2004,Geysers Power Co LLC,0.0,,PS
2004,Geysers Power Co LLC,0.0,,WT
2004,Geysers Power Co LLC,0.0,,OT
2004,Geysers Power Co LLC,0.0,,BT
2004,Geysers Power Co LLC,0.0,,FC
2004,Geysers Power Co LLC,0.0,,CP
2004,PacifiCorp,0.0658759304994512,,HY
2004,PacifiCorp,0.0,,CA
2004,PacifiCorp,0.032653010242708336,,CT
2004,PacifiCorp,0.8996931841628014,,ST
2004,PacifiCorp,0.0017778750950391828,,GT
2004,PacifiCorp,0.0,,IC
2004,PacifiCorp,0.0,,CS
2004,PacifiCorp,0.0,,PV
2004,PacifiCorp,0.0,,PS
2004,PacifiCorp,0.0,,WT
2004,PacifiCorp,0.0,,OT
2004,PacifiCorp,0.0,,BT
2004,PacifiCorp,0.0,,FC
2004,PacifiCorp,0.0,,CP
2004,NRG Texas Power LLC,0.0,,HY
2004,NRG Texas Power LLC,0.0,,CA
2004,NRG Texas Power LLC,0.029018662053702845,,CT
2004,NRG Texas Power LLC,0.9347962630460209,,ST
2004,NRG Texas Power LLC,0.03618507490027618,,GT
2004,NRG Texas Power LLC,0.0,,IC
2004,NRG Texas Power LLC,0.0,,CS
2004,NRG Texas Power LLC,0.0,,PV
2004,NRG Texas Power LLC,0.0,,PS
2004,NRG Texas Power LLC,0.0,,WT
2004,NRG Texas Power LLC,0.0,,OT
2004,NRG Texas Power LLC,0.0,,BT
2004,NRG Texas Power LLC,0.0,,FC
2004,NRG Texas Power LLC,0.0,,CP
