Unnamed: 0,Year,Utility,Plant State,Plant Code,NERC Region,Census Region,Primary Mover,AER Fuel Code,Fuel Consumption MWh,Net Generation MWh,Efficiency,County,Zipcode
5190,2003.0,Rochester Gas & Electric Corp,NY,7784,NPCC,MAT ,CA,NG,32475.67284,54644.04,1.6826145610352197,Allegany,14735.0
5323,2003.0,Oglethorpe Power Corporation,GA,7917,SERC,SAT ,CA,NG,3787.6366799999996,121432.0,32.06009716855947,Heard,30217.0
5595,2003.0,Kinsley's Landfill Inc,NJ,10045,MAAC,MAT ,IC,MLG,275.4858,367.501,1.3340106822202815,Gloucester,8080.0
5597,2003.0,Landfill Generating Partners,NY,10047,NPCC,MAT ,GT,MLG,21.10104,6601.001,312.8282302673233,Orange,10924.0
5635,2003.0,Wood Group Power Operations  Inc,NJ,10099,MAAC,MAT ,CA,NG,625.99752,21816.0,34.84997831940293,Salem,8067.0
5719,2003.0,PIC Group Inc,NY,10190,NPCC,MAT ,CA,NG,85528.66958999999,89000.0,1.0405867462529297,Rensselaer,12033.0
6112,2003.0,South Glens Falls Energy LLC,NY,10618,NPCC,MAT ,CA,NG,9366.22413,24993.0,2.6684178867711976,Saratoga,12803.0
6117,2003.0,Carthage Energy LLC,NY,10620,NPCC,MAT ,CA,NG,7905.56325,8496.0,1.0746862344058787,Jefferson,13619.0
6198,2003.0,Colorado Energy Management,CO,10682,WECC,MTN ,CA,NG,12827.6739,13678.0,1.0662884094675964,Morgan,80723.0
6239,2003.0,Selkirk Cogen Partners LP,NY,10725,NPCC,MAT ,CA,NG,344238.55665,635502.0,1.84610929753037,Albany,12158.0
6263,2003.0,Midland Cogeneration Venture,MI,10745,ECAR,ENC ,CA,NG,64388.94435,1078762.22,16.753842307712873,Midland,48640.0
6427,2003.0,Cogen Technologies Linden Vent,NJ,50006,MAAC,MAT ,CA,NG,571518.7376999999,966748.66,1.6915432447421577,Union,7036.0
6455,2003.0,Oxy Vinyls LP,TX,50043,ERCOT,WSC ,CA,OOG,70636.02447,98157.0,1.3896167109700306,Harris,77536.0
6676,2003.0,Exxon Mobil Production Co,CA,50270,WECC,PACC,CA,NG,25572.11592,78824.03,3.0824211123785643,Santa Barbara,93117.0
6853,2003.0,Indeck-Energy Serv Silver Spg,NY,50449,NPCC,MAT ,CA,NG,30338.6064,45472.0,1.4988163727915993,Wyoming,14550.0
6858,2003.0,Indeck-Oswego Ltd Partnership,NY,50450,NPCC,MAT ,CA,NG,21656.700719999997,39714.0,1.8337973319880647,Oswego,13126.0
6862,2003.0,Indeck-Yerkes Ltd Partnership,NY,50451,NPCC,MAT ,CA,NG,1726.7684399999998,6017.0,3.484543648481321,Erie,14150.0
6866,2003.0,Indeck-Corinth Ltd Partnership,NY,50458,NPCC,MAT ,CA,NG,151172.24661,359094.0,2.3753963313544224,Saratoga,12822.0
7089,2003.0,Crosstex Energy Inc,LA,50726,SERC,WSC ,IC,NG,532.50819,7880.001,14.797896347847722,Iberia,70559.0
7147,2003.0,Calpine Newark LLC,NJ,50797,MAAC,MAT ,CA,NG,239.43819,24929.0,104.11455248638492,Essex,7105.0
7153,2003.0,GE Energy Financial Services,NJ,50799,MAAC,MAT ,CA,NG,6319.17534,65244.0,10.324764939977118,Middlesex,8859.0
7290,2003.0,University of New Mexico,NM,50906,WECC,MTN ,ST,NG,3.51684,1345.392,382.55706827720337,Bernalillo,87131.0
7394,2003.0,Doswell Ltd Partnership,VA,52019,SERC,SAT ,CA,NG,240947.79356999998,426780.78,1.7712583032058848,Hanover,23005.0
7473,2003.0,South Houston Green Power LP,TX,52132,ERCOT,WSC ,CA,OOG,237058.4616,287246.0,1.2117095422844844,Galveston,77590.0
7544,2003.0,8309 Tujunga Avenue Corp,MD,52203,MAAC,SAT ,IC,MLG,10296.42831,11152.0,1.0830940268062723,Montgomery,20850.0
7546,2003.0,Pacific Recovery Corp,CA,52204,WECC,PACC,IC,MLG,24007.70826,26811.0,1.1167663197853273,San Diego,91911.0
7548,2003.0,Pacific Recovery Corp,CA,52206,WECC,PACC,IC,MLG,18969.54189,29093.999,1.5337217508313796,Ventura,93030.0
7872,2003.0,Hewlett-Packard Company,GA,54457,SERC,SAT ,IC,DFO,2.0514900000000003,6.0,2.9247035081818584,Fulton,30004.0
7960,2003.0,Saranac Power Partners LP,NY,54574,NPCC,MAT ,CA,NG,498319.81608,793338.0,1.592025792272804,Clinton,12901.0
8193,2003.0,Brazos Electric Power Coop Inc,TX,54817,ERCOT,WSC ,CA,NG,352017.51366,537156.87,1.5259379126199355,Johnson,76033.0
8353,2003.0,Cottage Grove Operating Services LLC,MN,55010,MAPP,WNC ,CA,NG,50185.01373,184874.24,3.68385353035152,Washington,55016.0
8356,2003.0,Whitewater Operating Services LLC,WI,55011,MAIN,ENC ,CA,NG,37665.64947,201983.1,5.3625280020958055,Jefferson,53190.0
8422,2003.0,Denver City Energy Assoc LP,TX,55065,SPP,WSC ,CA,NG,38557.75455,928428.28,24.07889906545401,Yoakum,79323.0
8437,2003.0,El Dorado Energy LLC,NV,55077,WECC,MTN ,CA,NG,6910.5906,330440.0,47.816463038629436,Clark,89005.0
8459,2003.0,Occidental Chemical Corporation,LA,55089,SERC,WSC ,CA,OOG,84436.69077,315825.0,3.740376335452162,St Charles,70057.0
8498,2003.0,Calpine Corp-Sutter,CA,55112,WECC,PACC,CA,NG,1834.6182,392270.0,213.8156047945017,Sutter,95993.0
8516,2003.0,Salt River Project,AZ,55129,WECC,MTN ,CA,NG,473746.18965,1166855.0,2.463038279763397,Pinal,85072.0
8520,2003.0,Dynegy Midwest Generation Inc,IL,55131,MAIN,ENC ,CA,NG,106101.30438,167333.0,1.5771059646986028,Kendall,60447.0
8543,2003.0,Green Country OP Services LLC,OK,55146,SPP,WSC ,CA,NG,427459.29999,720292.9,1.6850560977778484,Tulsa,74037.0
8554,2003.0,Guadalupe Power Partners LP,TX,55153,ERCOT,WSC ,CA,NG,109701.37625999999,1446058.75,13.181774005940808,Guadalupe,78124.0
8574,2003.0,"Bastrop Energy Partners, LP",TX,55168,ERCOT,WSC ,CA,NG,51835.87704,230961.0,4.4556205699341245,Bastrop,78602.0
8590,2003.0,Dogwood Energy LLC,MO,55178,SPP,WNC ,CA,NG,6377.78934,254808.0,39.952401438207424,Cass,64080.0
8594,2003.0,"Rathdrum Operating Services Co., Inc.",ID,55179,WECC,MTN ,CA,NG,28034.196989999997,331910.72,11.839494461653207,Kootenai,83858.0
8608,2003.0,Tennessee Valley Authority,MS,55197,SERC,ESC ,CA,NG,78492.35196,172771.74,2.2011283352554543,Lowndes,39766.0
8636,2003.0,PSEG Fossil LLC,TX,55215,ERCOT,WSC ,CA,NG,81016.56387,1702067.95,21.008888413623115,Ector,79761.0
8716,2003.0,Tennessee Valley Authority,MS,55269,SERC,ESC ,CA,NG,57883.962629999995,219041.52,3.7841486665336816,Desoto,38671.0
8776,2003.0,Ingleside Cogeneration LP,TX,55313,ERCOT,WSC ,CA,OOG,223055.28393,300212.0,1.345908488293035,San Patricio,78359.0
8784,2003.0,Boston Generating LLC,MA,55317,NPCC,NEW ,CA,NG,22346.880569999998,488803.0,21.873433227911143,Norfolk,2191.0
8795,2003.0,Hermiston Power Partnership,OR,55328,WECC,PACC,CA,NG,75446.18238,899086.0,11.916918413069212,Umatilla,97838.0
8830,2003.0,Cottonwood Energy Co LP,TX,55358,ERCOT,WSC ,CA,NG,14585.21469,205653.0,14.100100983840914,Newton,77614.0
8862,2003.0,Elk Hills Power LLC,CA,55400,WECC,PACC,CA,NG,6326.50209,688686.0,108.85731012221953,Kern,93276.0
8912,2003.0,Entergy Louisiana Inc,LA,55467,SERC,WSC ,CA,NG,29577.79668,540744.88,18.2821217499829,Ouachita,71280.0
8954,2003.0,Las Vegas Power Company LLC,NV,55514,WECC,MTN ,CA,NG,63770.85972000001,213588.0,3.3493040698809007,Clark,89124.0
8957,2003.0,Duke Energy Ohio Inc,PA,55516,ECAR,MAT ,CA,NG,26385.385169999998,72328.0,2.741214484230324,Fayette,15461.0
8968,2003.0,Pinnacle West Energy,AZ,55528,WECC,MTN ,CA,NG,4202.91687,170364.0,40.53470607901888,Maricopa,85322.0
9105,2003.0,Duke Energy Ohio Inc,OH,55736,ECAR,ENC ,CA,NG,107905.4433,159180.88,1.475188601537398,Lawrence,45638.0
9222,2003.0,Prince George's County,MD,55964,MAAC,SAT ,IC,MLG,1747.28334,1859.037,1.06395852203341,Prince Georges,20772.0
9291,2003.0,WM Renewable Energy LLC,WI,56069,MAIN,ENC ,IC,MLG,3802.8763200000003,5954.3,1.5657359059208111,Green Lake,54923.0
9293,2003.0,Industrial Energy Applications Inc,IA,56073,MAIN,WNC ,IC,NG,73.56057,85.001,1.1555239444175054,Linn,52411.0
148,2004.0,Salt River Project,AZ,147,WECC,MTN ,CA,NG,46756.094730000004,358985.0,7.677822582767277,Maricopa,85072.0
335,2004.0,RRI Energy Coolwater LP,CA,329,WECC,PACC,CA,NG,79041.56513999999,152688.0,1.9317431243872247,San Bernardino,92327.0
744,2004.0,City of Lake Worth,FL,673,FRCC,SAT ,CA,NG,11073.06381,60676.999,5.4796937903674925,Palm Beach,33460.0
1580,2004.0,Cleco Evangeline LLC,LA,1396,SPP,WSC ,CA,NG,63159.22263,274819.0,4.351209349265545,Evangeline,71367.0
1714,2004.0,Boston Generating LLC,MA,1588,NPCC,NEW ,CA,NG,46917.28323,2866687.0,61.10087376429703,Middlesex,2129.0
2175,2004.0,Kansas City Power & Light Co,MO,2079,SPP,WNC ,CA,NG,37614.94836,38716.0,1.0292716509793447,Jackson,64120.0
2927,2004.0,City of Bryan,OH,2903,ECAR,ENC ,IC,DFO,0.87921,1.9609999999999999,2.230411392045132,Williams,43506.0
3651,2004.0,TransAlta Centralia Gen LLC,WA,3845,WECC,PACC,CA,NG,1642.36428,61519.0,37.457585231943796,Lewis,98531.0
4601,2004.0,Reedy Creek Improvement Dist,FL,7294,FRCC,SAT ,CA,NG,527.81907,22791.999,43.18146178386469,Orange,32830.0
4613,2004.0,City of Redding,CA,7307,WECC,PACC,CA,NG,9101.58192,71730.00200000001,7.881047781636622,Shasta,96001.0
4616,2004.0,New York Power Authority,NY,7314,NPCC,MAT ,CA,NG,779492.3463600001,835355.0,1.071665429302625,Suffolk,11742.0
4809,2004.0,Southern Power Co,AL,7710,SERC,ESC ,CA,NG,74207.08242,921236.0,12.414394555845144,Lee,36877.0
4848,2004.0,Rochester Gas & Electric Corp,NY,7784,NPCC,MAT ,CA,NG,7038.95526,25268.0,3.5897372645042216,Allegany,14735.0
4944,2004.0,Lincoln Electric System,NE,7887,MAPP,WNC ,CA,NG,239.14512000000002,5346.0,22.354627182022366,Lancaster,68517.0
4953,2004.0,Southern Power Co,AL,7897,SERC,ESC ,CA,NG,109820.94882,813153.0,7.40435234567845,Autauga,36067.0
4974,2004.0,Oglethorpe Power Corporation,GA,7917,SERC,SAT ,CA,NG,1134.1809,283751.0,250.1814304931427,Heard,30217.0
5000,2004.0,Municipal Electric Authority,GA,7946,SERC,SAT ,CA,NG,134243.05805999998,253167.0,1.8858852268312216,Heard,30217.0
5228,2004.0,Kinsley's Landfill Inc,NJ,10045,MAAC,MAT ,IC,MLG,274.31352000000004,382.2,1.3932962545921908,Gloucester,8080.0
5515,2004.0,Calpine Corp-Yuba City,CA,10350,WECC,PACC,CA,NG,37406.8833135,40172.549,1.0739346730205102,Sutter,95993.0
5742,2004.0,Formosa Plastics Corp,TX,10554,ERCOT,WSC ,CA,NG,291430.3788552,802262.49506,2.7528444296420167,Calhoun,77978.0
5821,2004.0,South Glens Falls Energy LLC,NY,10618,NPCC,MAT ,CA,NG,354.02856,2387.88894,6.744904817848594,Saratoga,12803.0
5824,2004.0,Carthage Energy LLC,NY,10620,NPCC,MAT ,CA,NG,405.60888,1463.0,3.606923004249808,Jefferson,13619.0
5899,2004.0,Colorado Energy Management,CO,10682,WECC,MTN ,CA,NG,1356.5946537,2683.99,1.9784760264826624,Morgan,80723.0
5943,2004.0,Selkirk Cogen Partners LP,NY,10725,NPCC,MAT ,CA,NG,364965.5895081,778111.69,2.1320138456031907,Albany,12158.0
5970,2004.0,Midland Cogeneration Venture,MI,10745,ECAR,ENC ,CA,NG,89902.06820970002,2207886.84,24.558799190804148,Midland,48640.0
6047,2004.0,AG Energy LP,NY,10803,NPCC,MAT ,CA,NG,10077.2178114,22602.97867,2.2429780811555,St Lawrence,13669.0
6149,2004.0,Cogen Technologies Linden Vent,NJ,50006,MAAC,MAT ,CA,NG,486955.9740774,1136985.03939,2.3348826175593445,Union,7036.0
6172,2004.0,Oxy Vinyls LP,TX,50043,ERCOT,WSC ,CA,NG,97716.2874021,239729.63741999998,2.4533232257742124,Harris,77536.0
6233,2004.0,Paris Generation LP,TX,50109,ERCOT,WSC ,CA,NG,6429.7096212,237663.19374000002,36.963285706772574,Lamar,75460.0
6274,2004.0,Union Carbide Corp-Seadrift,TX,50150,ERCOT,WSC ,CA,NG,107123.3127375,216029.82598000002,2.0166462412282717,Calhoun,77983.0
6498,2004.0,Nalco Co,IL,50326,MAIN,ENC ,CA,NG,141.5616021,941.87,6.653428514708793,Du Page,60563.0
6636,2004.0,Indeck-Energy Serv Silver Spg,NY,50449,NPCC,MAT ,CA,NG,17552.847371400003,21681.44,1.2352092820750544,Wyoming,14550.0
6640,2004.0,Indeck-Oswego Ltd Partnership,NY,50450,NPCC,MAT ,CA,NG,1015.8714717,3006.40947,2.9594388205123567,Oswego,13126.0
6644,2004.0,Indeck-Yerkes Ltd Partnership,NY,50451,NPCC,MAT ,CA,NG,1604.6989236,9767.528559999999,6.086829383600142,Erie,14150.0
6651,2004.0,Indeck-Corinth Ltd Partnership,NY,50458,NPCC,MAT ,CA,NG,153237.2061072,351099.45813000004,2.2912154759881336,Saratoga,12822.0
6655,2004.0,Indeck Operations Inc,NY,50459,NPCC,MAT ,CA,NG,89.68821209999999,575.7763199999998,6.41975468702648,Herkimer,13357.0
6770,2004.0,PowerSmith Cogen Proj LP,OK,50558,SPP,WSC ,CA,NG,1468.8756320999996,98777.04,67.24670070180274,Oklahoma,73128.0
6774,2004.0,Sunoco Power Generation LLC,NJ,50561,MAAC,MAT ,CA,NG,4102.8305343,49058.43236,11.95721635340955,Gloucester,8093.0
6822,2004.0,Valero Refining Co - NJ,NJ,50628,MAAC,MAT ,CA,NG,2401.157678400001,73161.36821,30.469206111758023,Gloucester,8066.0
6905,2004.0,Thermo Cogeneration Partnership LP,CO,50707,WECC,MTN ,CA,NG,77920.6632417,122389.75,1.5706969744387642,Weld,80621.0
6968,2004.0,Calpine Newark LLC,NJ,50797,MAAC,MAT ,CA,NG,2969.38524,46670.999,15.71739441932432,Essex,7105.0
7016,2004.0,Optim Energy LLC,TX,50815,ERCOT,WSC ,CA,NG,259479.7966035,489982.89,1.88832770957009,Harris,77530.0
7054,2004.0,Onondaga Cogeneration LP,NY,50855,NPCC,MAT ,CA,NG,139.2991017,9224.701,66.2222576270928,Onondaga,13209.0
7250,2004.0,Doswell Ltd Partnership,VA,52019,SERC,SAT ,CA,NG,298894.76625,508902.0,1.702612616422821,Hanover,23005.0
7393,2004.0,Power Resources Ltd,TX,52176,ERCOT,WSC ,CA,NG,21567.364191900004,131375.83,6.0914179790843646,Howard,79720.0
7404,2004.0,Delaware City Refining Company LLC,DE,52193,MAAC,SAT ,CT,DFO,294137.36973209993,348473.47,1.1847303534310831,New Castle,19706.0
7440,2004.0,Lockport Energy Associates LP,NY,54041,NPCC,MAT ,CA,NG,33427.672635899995,229935.58663,6.87859992930104,Niagara,14094.0
7766,2004.0,Teton Operating Services LLC,FL,54423,FRCC,SAT ,CA,NG,18482.9460462,95431.51,5.163219638333588,Lake,32784.0
7772,2004.0,Teton Operating Services LLC,FL,54424,FRCC,SAT ,CA,NG,15383.0303589,125140.4663,8.134968428219919,Pasco,33523.0
7852,2004.0,Tenaska Washington Partners LP,WA,54537,WECC,PACC,CA,NG,54077.44051919999,159377.42647,2.9472072816281614,Whatcom,98248.0
7861,2004.0,Sithe/Independence LLC,NY,54547,NPCC,MAT ,CA,NG,105499.46755080001,647796.07,6.140278098447027,Oswego,13126.0
7886,2004.0,Energy Systems North East LLC,PA,54571,ECAR,MAT ,CA,NG,1292.2804422,1748.912,1.3533532992441044,Erie,16428.0
7890,2004.0,Saranac Power Partners LP,NY,54574,NPCC,MAT ,CA,NG,161713.3385481,614102.15,3.797473699532469,Clinton,12901.0
7904,2004.0,"Morris Energy Operations Company, LLC",NY,54592,NPCC,MAT ,CA,NG,1027.50342,1113.001,1.0832090466423947,St. Lawrence,13662.0
7948,2004.0,Eagle Materials Co LLC,CO,54630,WECC,MTN ,IC,DFO,547.7126616,764.4,1.395622291745099,Eagle,81637.0
8016,2004.0,Falcon Power Operating Company,AZ,54694,WECC,MTN ,CA,NG,36001.9877931,104470.939,2.9018103000418907,Yuma,85364.0
8132,2004.0,Vineland Cogeneration LP,NJ,54807,MAAC,MAT ,CA,NG,9.1642989,309.83173,33.80855790288551,Cumberland,8360.0
8145,2004.0,Brazos Electric Power Coop Inc,TX,54817,ERCOT,WSC ,CA,NG,316424.894835,549855.90816,1.7377138055042187,Johnson,76033.0
8227,2004.0,Martinez Refining Co,CA,54912,WECC,PACC,CA,NG,8568.1505595,142873.239,16.674921619063785,Contra Costa,94553.0
8321,2004.0,Cottage Grove Operating Services LLC,MN,55010,MAPP,WNC ,CA,NG,33683.0421111,91588.82192,2.719137470359828,Washington,55016.0
8325,2004.0,Whitewater Operating Services LLC,WI,55011,MAIN,ENC ,CA,NG,19799.4487239,123741.34189000001,6.249736728307555,Jefferson,53190.0
8385,2004.0,Denver City Energy Assoc LP,TX,55065,SPP,WSC ,CA,NG,27472.67487,1004290.0,36.55595986747832,Yoakum,79323.0
8400,2004.0,El Dorado Energy LLC,NV,55077,WECC,MTN ,CA,NG,28844.535539999997,1059900.0,36.745261456201625,Clark,89005.0
8419,2004.0,Occidental Chemical Corporation,LA,55089,SERC,WSC ,CA,NG,281623.9870308,1409294.37986,5.004170258074899,St Charles,70057.0
8450,2004.0,Calpine Corp-Sutter,CA,55112,WECC,PACC,CA,NG,8161.41336,1151230.0,141.05767582393352,Sutter,95993.0
8457,2004.0,PPG Industries Inc,LA,55117,SERC,WSC ,CA,NG,118237.0458714,519144.97,4.390713301181813,Calcasieu,70602.0
8459,2004.0,SRW Cogeneration LP,TX,55120,SERC,WSC ,CA,NG,198446.5711596,579283.2753600001,2.9190893648351985,Orange,77630.0
8477,2004.0,Salt River Project,AZ,55129,WECC,MTN ,CA,NG,215531.00475,943600.0,4.3780244104299815,Pinal,85072.0
8479,2004.0,Dynegy Midwest Generation Inc,IL,55131,MAIN,ENC ,CA,NG,1156.74729,149748.0,129.45610618201664,Kendall,60447.0
8496,2004.0,Green Country OP Services LLC,OK,55146,SPP,WSC ,CA,NG,182192.8269,854606.0,4.690667654380635,Tulsa,74037.0
8507,2004.0,Guadalupe Power Partners LP,TX,55153,ERCOT,WSC ,CA,NG,33420.23745,1622710.0,48.5547118696489,Guadalupe,78124.0
8525,2004.0,"Bastrop Energy Partners, LP",TX,55168,ERCOT,WSC ,CA,NG,105456.1283592,517641.471,4.90859544204802,Bastrop,78602.0
8536,2004.0,Eastman Cogeneration LP,TX,55176,SPP,WSC ,CA,NG,228179.4868599,387797.38167,1.69952780158588,Harrison,75602.0
8542,2004.0,Dogwood Energy LLC,MO,55178,SPP,WNC ,CA,NG,40804.722239999996,289242.0,7.088444281001923,Cass,64080.0
8544,2004.0,"Rathdrum Operating Services Co., Inc.",ID,55179,WECC,MTN ,CA,NG,41392.91373,509017.0,12.297201480433207,Kootenai,83858.0
8546,2004.0,Sunrise Power Co LLC,CA,55182,WECC,PACC,CA,NG,575855.88063,1154506.0,2.0048523230099566,Kern,93224.0
